タイトル,レビュー,カテゴリー,星数,参考になった数,生成元ID
　,"　
一台の扇風機を買うことにしました。特に不満な点はなく、想像していた通りの使い心地でした。",5,2.5,0,637
　,"　
扇風機を一台選ぶことにしましたが、気になる点は特にありません。おおむね期待通りの性能でした。",5,2.5,0,637
　,"　
一台の扇風機を購入することにしたところ、特に気になることはありませんでした。概ね思っていた通りのものでした。",5,2.5,0,637
　,"　
とても良いです。",5,2.5,0,745
　,"　
素晴らしいです。",5,2.5,0,745
　,"　
すごく良いです。",5,2.5,0,745
　,"　
最高です。",5,2.5,0,745
　,"　
使用してみたら、とても良かったです。感謝します。",5,2.5,0,38
　,"　
使ってみたら、良い結果が得られました。ありがとうございました。",5,2.5,0,38
　,"　
体験してみたところ、素晴らしかったです。感謝いたします。",5,2.5,0,38
　,"　
実際に使ってみて、とても満足しています。ありがとうございました。",5,2.5,0,38
　,"　
ありがとうございましたが、非常に残念でした。",5,2.5,0,83
　,"　
残念な気持ちですが、ありがとうございました。",5,2.5,0,83
　,"　
ありがとうございました、しかし残念でした。",5,2.5,0,83
　,"　
本当に残念です。ありがとうございました。",5,2.5,0,83
　,"　
長持ちするかどうかはわからないが、まあまあの品質だ。",5,2.5,0,90
　,"　
まあまあの製品だけれど、耐久性については不明だ。",5,2.5,0,90
　,"　
この商品、そこそこ良さそうだけど、持ちがどうなるかはわからない。",5,2.5,0,90
　,"　
まあまあの評価だけど、長持ちするかは疑問が残る。",5,2.5,0,90
　,"　
2日経過した後に効果を感じ始める。",5,2.5,0,106
　,"　
2日目から状態が良くなってきた。",5,2.5,0,106
　,"　
2日後に良好な結果が見えてくる。",5,2.5,0,106
　,"　
2日目を迎えてから調子が上がってきた。",5,2.5,0,106
　,"　
とても素晴らしいです。",5,2.5,0,125
　,"　
すごく良いです。",5,2.5,0,125
　,"　
本当に素敵です。",5,2.5,0,125
　,"　
いい感じです。",5,2.5,0,125
　,"　
使いやすい配置ができる。",5,2.5,0,166
　,"　
ちょうど良いサイズ感で置ける。",5,2.5,0,166
　,"　
配置が簡単で満足のいく大きさだ。",5,2.5,0,166
　,"　
ぴったりと収まるので、置きやすい。",5,2.5,0,166
　,"　
素晴らしい",5,2.5,0,209
　,"　
とても良い",5,2.5,0,209
　,"　
いい感じです",5,2.5,0,209
　,"　
良い評価です",5,2.5,0,209
　,"　
確かに、これは素晴らしい商品です。",5,2.5,0,244
　,"　
おすすめできることは間違いありません。",5,2.5,0,244
　,"　
本当にこの商品はイチオシです。",5,2.5,0,244
　,"　
これは間違いなくお勧めです。",5,2.5,0,244
　,"　
この商品が大好きです。おいしく調理できます。",5,2.5,0,301
　,"　
とても気に入っています。美味しい料理が作れます。",5,2.5,0,301
　,"　
私はこれが好きです。美味しく仕上がります。",5,2.5,0,301
　,"　
このアイテムが気に入ってます。美味しく作れるのが嬉しいです。",5,2.5,0,301
　,"　
これ以外の選択肢は思いつかない。",5,2.5,0,340
　,"　
他には考えられない。",5,2.5,0,340
　,"　
これ以外のものは全く思いつかない。",5,2.5,0,340
　,"　
この選択肢以外は考えられない。",5,2.5,0,340
　,"　
パナソニックの商品だけあって、素晴らしい品です。",5,2.5,0,344
　,"　
この品は素晴らしく、さすがはパナソニックですね。",5,2.5,0,344
　,"　
パナソニック製品ならではの良い品です。",5,2.5,0,344
　,"　
やはりパナソニックの商品は質が高くて素敵です。",5,2.5,0,344
　,"　
この商品は非常に便利で、いつも活用しています( ^ω^ )",5,2.5,0,379
　,"　
いつもこのアイテムを使っていて、とても助かっています( ^ω^ )",5,2.5,0,379
　,"　
この商品には大変お世話になっており、とても重宝しています( ^ω^ )",5,2.5,0,379
　,"　
とても役立っており、いつも利用させてもらっています( ^ω^ )",5,2.5,0,379
　,"　
買って後悔することはありません。
   本当に気に入っています。",5,2.5,0,406
　,"　
購入して損をすることはありませんでした。
   非常に満足しています。",5,2.5,0,406
　,"　
この商品を買って良かったです。
   とても気に入っています。",5,2.5,0,406
　,"　
購入して損はないと思います。
   とても気に入っているんです。",5,2.5,0,406
　,"　
このポットは素晴らしいですね。味もとても良いです。",5,2.5,0,421
　,"　
いいポットですね。風味も優れています。",5,2.5,0,421
　,"　
このポットはとても良いです。味も満足できるものです。",5,2.5,0,421
　,"　
ポットは素敵ですし、味も申し分ありません。",5,2.5,0,421
　,"　
とても使いやすく、目的に対して十分に機能を果たしているので、特に問題はないと感じます。",5,2.5,0,459
　,"　
使用目的に関しては満たされているため、特に問題はないと思います。",5,2.5,0,459
　,"　
目的通りにしっかりと機能しているので、使いやすさに問題はないと考えています。",5,2.5,0,459
　,"　
使い勝手が良く、使用目的も十分に達成されているので、問題はないと感じます。",5,2.5,0,459
　,"　
まあまあ良いと思います。",5,2.5,0,504
　,"　
それなりに満足しています。",5,2.5,0,504
　,"　
普通に満足できる商品です。",5,2.5,0,504
　,"　
特に問題なく良い感じです。",5,2.5,0,504
　,"　
購入して満足しています。とても便利です。",5,2.5,0,541
　,"　
使い勝手が良くて、買って正解でした。",5,2.5,0,541
　,"　
買ったのは良い選択でした。使いやすさに感謝しています。",5,2.5,0,541
　,"　
使いやすくて、購入して本当に良かったです。",5,2.5,0,541
　,"　
全体的には普通と言えるでしょう。",5,2.5,0,563
　,"　
総じて、可もなく不可もなくという感じです。",5,2.5,0,563
　,"　
全体的に見て、まずまずの評価です。",5,2.5,0,563
　,"　
トータルで見ると、まあまあの結果です。",5,2.5,0,563
　,"　
心地よくて、とても静かです。",5,2.5,0,600
　,"　
とても静かで、快適な環境です。",5,2.5,0,600
　,"　
静かで、心地よさを感じます。",5,2.5,0,600
　,"　
心地よさと静けさが共存しています。",5,2.5,0,600
　,"　
特に問題なく利用しています。",5,2.5,0,601
　,"　
問題もなく、順調に使えています。",5,2.5,0,601
　,"　
何の問題もなく、快適に使用しています。",5,2.5,0,601
　,"　
問題なく、スムーズに使わせていただいています。",5,2.5,0,601
　,"　
これは素晴らしいです。",5,2.5,0,607
　,"　
とても満足しています。",5,2.5,0,607
　,"　
すごく良い商品です。",5,2.5,0,607
　,"　
申し分ない品質です。",5,2.5,0,607
　,"　
やはりブランド品が優れている。",5,2.5,0,616
　,"　
結局、メーカー製品が頼りになる。",5,2.5,0,616
　,"　
どうしてもメーカーの方が良いと思う。",5,2.5,0,616
　,"　
やっぱりブランドが素晴らしい。",5,2.5,0,616
　,"　
とても気に入っていて、静かな雰囲気が良いです。",5,2.5,0,617
　,"　
静かで、とても満足しています。",5,2.5,0,617
　,"　
非常に気に入りましたが、特に静かなところが素晴らしいです。",5,2.5,0,617
　,"　
静かな環境で、とても好きになりました。",5,2.5,0,617
　,"　
扇風機を一台購入することに決めましたが、特に気になる点はありませんでした。全体的には予想通りの使用感です。",5,2.5,0,637
　,"　
一台の扇風機を手に入れることにしましたが、特に不満な点は見当たりません。思った通りの性能でした。",5,2.5,0,637
　,"　
扇風機を一台買うことにしましたが、気になることは特にありません。だいたい期待通りのものでした。",5,2.5,0,637
　,"　
一台の扇風機を購入することにしましたが、特に気になる部分はありませんでした。全体的には思った通りのものでした。",5,2.5,0,637
　,"　
とても良いです。",5,2.5,0,745
　,"　
かなり満足しています。",5,2.5,0,745
　,"　
素晴らしい商品です。",5,2.5,0,745
　,"　
いい感じです。",5,2.5,0,745
　,"　
使ってみたら、とても良かったです。感謝しています。",5,2.5,0,38
　,"　
使用してみた結果、良い商品でした。ありがとうございました。",5,2.5,0,38
　,"　
試してみたところ、満足のいくものでした。感謝申し上げます。",5,2.5,0,38
　,"　
実際に使ってみたら、素晴らしい体験でした。どうもありがとうございました。",5,2.5,0,38
　,"　
感謝しますが、残念な気持ちがあります。",5,2.5,0,83
　,"　
ありがとうございましたが、少し残念でした。",5,2.5,0,83
　,"　
ありがとうと言いたいのですが、残念な部分もあります。",5,2.5,0,83
　,"　
残念ではありますが、感謝の気持ちを伝えたいです。",5,2.5,0,83
　,"　
そこそこ良いと思うが、耐久性は不明だ。",5,2.5,0,90
　,"　
まあまあの品質だが、どれくらい持つかはわからない。",5,2.5,0,90
　,"　
まずまずだが、長持ちするかどうかは疑問だ。",5,2.5,0,90
　,"　
そこそこ満足だが、持続性については不確かだ。",5,2.5,0,90
　,"　
2日後に効果が現れてくる。",5,2.5,0,106
　,"　
2日目になってから調子が良くなる。",5,2.5,0,106
　,"　
2日経過してから良い状態になる。",5,2.5,0,106
　,"　
2日目を迎えてから、状態が良好に感じられる。",5,2.5,0,106
　,"　
とても良いです。",5,2.5,0,125
　,"　
素晴らしいですね。",5,2.5,0,125
　,"　
いい感じです。",5,2.5,0,125
　,"　
とても素敵です。",5,2.5,0,125
　,"　
ちょうど良いサイズで、置くのが簡単です。",5,2.5,0,166
　,"　
置くのに適したサイズで、非常にちょうどいいです。",5,2.5,0,166
　,"　
置きやすくて、サイズもぴったりです。",5,2.5,0,166
　,"　
ちょうどいい感じで、スムーズに置けます。",5,2.5,0,166
　,"　
いいですね。",5,2.5,0,209
　,"　
満足しています。",5,2.5,0,209
　,"　
とても良いです。",5,2.5,0,209
　,"　
素晴らしい評価です。",5,2.5,0,209
　,"　
確信しています。心から推奨します。",5,2.5,0,244
　,"　
これは間違いなく良い商品です。本当にお勧めします。",5,2.5,0,244
　,"　
疑いの余地はありません。ぜひ試してみてください。",5,2.5,0,244
　,"　
確実です。ぜひお勧めしたいです。",5,2.5,0,244
　,"　
これはとても気に入っています。おいしく仕上がります。",5,2.5,0,301
　,"　
私はこの商品が大好きです。美味しく作ることができます。",5,2.5,0,301
　,"　
とても満足しています。おいしい結果が得られます。",5,2.5,0,301
　,"　
このアイテムに満足しています。美味しく調理できます。",5,2.5,0,301
　,"　
これ以外の選択肢は思いつかない。",5,2.5,0,340
　,"　
他には考えられるものがない。",5,2.5,0,340
　,"　
これ以外には想像できない。",5,2.5,0,340
　,"　
これ以外の可能性は浮かんでこない。",5,2.5,0,340
　,"　
パナソニックの商品だけあって、素晴らしい品です。",5,2.5,0,344
　,"　
この商品はさすがパナソニックで、品質が良いです。",5,2.5,0,344
　,"　
とても良い品で、さすがはパナソニックですね。",5,2.5,0,344
　,"　
パナソニック製品らしく、素敵な品です。",5,2.5,0,344
　,"　
非常に役立っています( ^ω^ )",5,2.5,0,379
　,"　
とても便利に使わせていただいています( ^ω^ )",5,2.5,0,379
　,"　
すごく助かっています( ^ω^ )",5,2.5,0,379
　,"　
かなり重宝しています( ^ω^ )",5,2.5,0,379
　,"　
購入して本当に良かったです。とても気に入っています。",5,2.5,0,406
　,"　
買って後悔はありません。非常に満足しています。",5,2.5,0,406
　,"　
この商品は買って損はありません。とても気に入っています。",5,2.5,0,406
　,"　
購入して損はない商品です。非常に気に入りました。",5,2.5,0,406
　,"　
ポットは素晴らしいです。味もとても良いです。",5,2.5,0,421
　,"　
このポットはとても良いです。味も満足のいくものです。",5,2.5,0,421
　,"　
ポットはとても良いですし、味も抜群です。",5,2.5,0,421
　,"　
素晴らしいポットですね。味も良好です。",5,2.5,0,421
　,"　
目的に対して十分に機能しているので、特に不満はありません。",5,2.5,0,459
　,"　
使い勝手が良く、用途をしっかりと満たしているため、問題はありません。",5,2.5,0,459
　,"　
使用目的をきちんと達成しているので、特に気になる点はありません。",5,2.5,0,459
　,"　
十分な機能を持っているため、使いやすさには満足しています。",5,2.5,0,459
　,"　
特に問題はなく、良い商品です。",5,2.5,0,504
　,"　
まあまあ満足しています。",5,2.5,0,504
　,"　
特に悪くはなく、良い感じです。",5,2.5,0,504
　,"　
普通に良いと思います。",5,2.5,0,504
　,"　
購入して満足しており、非常に便利です。",5,2.5,0,541
　,"　
この商品は使い勝手が良く、買って正解でした。",5,2.5,0,541
　,"　
買ってみて良かったと感じており、使いやすさも抜群です。",5,2.5,0,541
　,"　
使いやすさに驚き、購入して本当に良かったと思います。",5,2.5,0,541
　,"　
全体としては、そこそこ良い感じです。",5,2.5,0,563
　,"　
総じて言えば、まずまずの出来です。",5,2.5,0,563
　,"　
全体的に見て、まずまずの評価です。",5,2.5,0,563
　,"　
トータルで見ると、悪くはないと思います。",5,2.5,0,563
　,"　
静かで快適な空間。",5,2.5,0,600
　,"　
とても心地よく感じます。",5,2.5,0,600
　,"　
落ち着いた雰囲気で良いです。",5,2.5,0,600
　,"　
静けさが心地よい。",5,2.5,0,600
　,"　
問題なく使用できており、満足しています。",5,2.5,0,601
　,"　
特に問題もなく、快適に使っています。",5,2.5,0,601
　,"　
使っていて特に問題はなく、良好な状態です。",5,2.5,0,601
　,"　
現在、問題なく利用していますので、満足しています。",5,2.5,0,601
　,"　
素晴らしい",5,2.5,0,607
　,"　
とても良い",5,2.5,0,607
　,"　
すごく良い",5,2.5,0,607
　,"　
いい感じです",5,2.5,0,607
　,"　
さすがはメーカー、やはり素晴らしい。",5,2.5,0,616
　,"　
メーカー製品はやっぱり最高だね。",5,2.5,0,616
　,"　
やはりメーカーが優れていると感じる。",5,2.5,0,616
　,"　
結局、メーカーが一番信頼できる。",5,2.5,0,616
　,"　
とても気に入っています。静かな環境が素晴らしいです。",5,2.5,0,617
　,"　
静かで、非常に満足しています。",5,2.5,0,617
　,"　
この静けさがとても好きで、気に入っています。",5,2.5,0,617
　,"　
静かな雰囲気が気に入っていて、とても満足しています。",5,2.5,0,617
　,"　
扇風機を一台購入することに決めましたが、特に不満はありません。全体的には予想通りの製品でした。",5,2.5,0,637
　,"　
一台の扇風機を買うことにしましたが、気になる点は特にありませんでした。ほぼ期待通りのものでした。",5,2.5,0,637
　,"　
扇風機を一台購入することにしたが、特に気に入らない点はなく、概ね予想通りの製品でした。",5,2.5,0,637
　,"　
扇風機を一台買うことに決めました。特に気になるところはなく、だいたい想像していた通りのものでした。",5,2.5,0,637
　,"　
素晴らしい。",5,2.5,0,745
　,"　
とても良い。",5,2.5,0,745
　,"　
最高です。",5,2.5,0,745
　,"　
素敵です。",5,2.5,0,745
　,"　
使用してみたところ、良い結果が得られました。ありがとうございました。",5,2.5,0,38
　,"　
感謝していますが、残念でした。",5,2.5,0,83
　,"　
長持ちするかどうかはわからないが、まあまあだ。",5,2.5,0,90
　,"　
2日経過してから調子が良くなってきました。",5,2.5,0,106
　,"　
とても素敵です。",5,2.5,0,125
　,"　
ちょうど良いサイズで、置くのに便利です。",5,2.5,0,166
　,"　
素晴らしいです。",5,2.5,0,209
　,"　
確実に言えることですが、これは本当におすすめの商品です。",5,2.5,0,244
　,"　
美味しく作れるので、とても気に入っています。",5,2.5,0,301
　,"　
これ以外の選択肢は思い浮かびません。",5,2.5,0,340
　,"　
素晴らしい商品で、さすがパナソニックですね。",5,2.5,0,344
　,"　
非常に役立っております( ^ω^ )",5,2.5,0,379
　,"　
購入して全く後悔していません。とても満足しています。",5,2.5,0,406
　,"　
ポットの品質は素晴らしく、味もとても良いです。",5,2.5,0,421
　,"　
使いやすく、目的に対して十分に満たされているので、特に問題はないと感じます。",5,2.5,0,459
　,"　
なかなか良いと思います。",5,2.5,0,504
　,"　
購入して満足しており、非常に使いやすいです。",5,2.5,0,541
　,"　
全体的にはそこそこ良いです。",5,2.5,0,563
　,"　
静かで心地よく、とても良い。",5,2.5,0,600
　,"　
特に問題もなく、快適に使用しています。",5,2.5,0,601
　,"　
素晴らしい商品です。",5,2.5,0,607
　,"　
やはりメーカーが素晴らしい。",5,2.5,0,616
　,"　
とても気に入りました、静かです。",5,2.5,0,617
　,"　
扇風機を一台購入することに決めましたが、特に気になる点はなく、全体的には思っていた通りのものでした。",5,2.5,0,637
　,"　
素晴らしい商品です。",5,2.5,0,745
　,"　
使用してみたところ、とても良かったです。ありがとうございました。",5,2.5,0,38
　,"　
ありがとうございましたが、残念です。",5,2.5,0,83
　,"　
まあまあの品質で、耐久性があるかどうかはまだわからない。",5,2.5,0,90
　,"　
2日経った後に良好な状態になってきた。",5,2.5,0,106
　,"　
とても素晴らしいです。",5,2.5,0,125
　,"　
ちょうど良いサイズで、置きやすいです。",5,2.5,0,166
　,"　
とても良いです。",5,2.5,0,209
　,"　
間違いなく、おすすめの一品です。",5,2.5,0,244
　,"　
美味しく作れるので、とても気に入っています。",5,2.5,0,301
　,"　
これ以外の選択肢は思いつかない。",5,2.5,0,340
　,"　
さすがパナソニックの商品で、良い品だと思います。",5,2.5,0,344
　,"　
非常に役立っています( ^ω^ )",5,2.5,0,379
　,"　
購入して本当に良かったです。とても満足しています。",5,2.5,0,406
　,"　
ポットは素晴らしいです。味もとても良いです。",5,2.5,0,421
　,"　
問題なく使用目的を十分に達成できるので、非常に使いやすいです。",5,2.5,0,459
　,"　
特に問題なく、良い商品です。",5,2.5,0,504
　,"　
購入して良かった、使いやすさも抜群です。",5,2.5,0,541
　,"　
全体的に見て、まずまずの出来です。",5,2.5,0,563
　,"　
心地よくて静かで、非常に良い。",5,2.5,0,600
　,"　
問題なく使用できており、良好です。",5,2.5,0,601
　,"　
素晴らしい商品です。",5,2.5,0,607
　,"　
やはりメーカーが素晴らしい。",5,2.5,0,616
　,"　
非常に気に入りましたが、静かです。",5,2.5,0,617
　,"　
扇風機を一台購入することに決めましたが、特に気になる点はなく、ほぼ期待通りのものでした。",5,2.5,0,637
　,"　
素晴らしいです。",5,2.5,0,745
　,"　
使ってみたところ、とても良い結果が得られました。感謝しています。",5,2.5,0,38
　,"　
使用してみたら、満足できる体験でした。ありがとうございました。",5,2.5,0,38
　,"　
ありがとうございましたが、残念です。",5,2.5,0,83
　,"　
残念な気持ちですが、ありがとうございました。",5,2.5,0,83
　,"　
そこそこ良い感じだけど、耐久性についてはまだ分からない。",5,2.5,0,90
　,"　
まずまずの品質だけど、どれくらい持つかはわからない。",5,2.5,0,90
　,"　
2日後に効果が現れてきました。",5,2.5,0,106
　,"　
2日目から調子が良くなりました。",5,2.5,0,106
　,"　
とても素晴らしいです。",5,2.5,0,125
　,"　
素敵ですね。",5,2.5,0,125
　,"　
使いやすいサイズ感で、ちょうど良いです。",5,2.5,0,166
　,"　
ぴったりとした大きさで、設置が簡単です。",5,2.5,0,166
　,"　
これは素晴らしい商品です。",5,2.5,0,209
　,"　
とても満足できるアイテムです。",5,2.5,0,209
　,"　
これは間違いなく素晴らしい商品です。ぜひ試してみることを強くお勧めします。",5,2.5,0,244
　,"　
間違いなく、これはおすすめの商品です。ぜひ購入してみてください。",5,2.5,0,244
　,"　
とても美味しく仕上がるので、気に入っています。",5,2.5,0,301
　,"　
美味しさに満足しているので、これを気に入っています。",5,2.5,0,301
　,"　
これ以外の選択肢は思いつかない。",5,2.5,0,340
　,"　
他には考えられない選択肢だ。",5,2.5,0,340
　,"　
パナソニック製品だけあって、品質が素晴らしいです。",5,2.5,0,344
　,"　
この商品は良い品で、さすがパナソニックですね。",5,2.5,0,344
　,"　
この商品は非常に役立っています( ^ω^ )",5,2.5,0,379
　,"　
すごく助かっています( ^ω^ )",5,2.5,0,379
　,"　
本当に気に入っていて、購入して大正解でした。",5,2.5,0,406
　,"　
とても満足していて、買ったことは全く後悔していません。",5,2.5,0,406
　,"　
ポットは素晴らしいです。味もとても良いです。",5,2.5,0,421
　,"　
このポットはとても良いです。味も優れています。",5,2.5,0,421
　,"　
使用目的は十分に達成できるため、特に問題はないと感じます。",5,2.5,0,459
　,"　
使いやすさがあり、目的をしっかりと果たせるので、全く問題ないと思います。",5,2.5,0,459
　,"　
普通に満足できる商品です。",5,2.5,0,504
　,"　
まあまあ良いと思います。",5,2.5,0,504
　,"　
購入して良かったので、使い勝手が非常に良いです。",5,2.5,0,541
　,"　
使いやすさが気に入って、買って正解でした。",5,2.5,0,541
　,"　
全体的には悪くもなく、まずまずの評価です。",5,2.5,0,563
　,"　
まあまあの評価で、全体的にはまずまずの感じです。",5,2.5,0,563
　,"　
心地よくて静かで、とても良いです。",5,2.5,0,600
　,"　
静かで心地よいので、素晴らしいです。",5,2.5,0,600
　,"　
使用に関しては特に問題はなく、満足しています。",5,2.5,0,601
　,"　
問題なく利用できており、良好な状態です。",5,2.5,0,601
　,"　
素晴らしい商品です。",5,2.5,0,607
　,"　
とても満足しています。",5,2.5,0,607
　,"　
やはり製造元が優れている。  ",5,2.5,0,616
　,"　
やはりメーカーは素晴らしい！",5,2.5,0,616
　,"　
とても気に入ったので、静かです。",5,2.5,0,617
　,"　
静かな環境がとても気に入りました。",5,2.5,0,617
　,"　
扇風機を一台購入することに決めました。特に気になる部分はなく、だいたい予想通りの製品でした。",5,2.5,0,637
　,"　
特に気になるところはなく、扇風機を一台購入しました。ほぼ思った通りのものでした。",5,2.5,0,637
　,"　
とても満足しています。",5,2.5,0,745
　,"　
素晴らしい商品です。",5,2.5,0,745
