タイトル,レビュー,カテゴリー,星数,参考になった数,生成元ID
　,"　
中古のゲーム機を購入した際、外観は「悪い」とまでは言わないものの、使用感があり、特にボタン部分が擦り切れていました。それでも、ゲームの動作には問題がなかったので、満足しています。",6,2.5,0,203
　,"　
新しく買った靴は「新品」でしたが、右足の内側に小さな傷があり、少し気になっています。返品を考えましたが、履き心地がとても良いので、そのまま使うことにしました。","1,6",2.5,0,203
　,"　
新しく購入したスマートフォンは、最初から画面に小さな傷がありましたが、使用には問題ありませんでした。ただ、やはり新品とは言えない状態だったので少し残念です。",6,2.5,0,258
　,"　
購入した靴は、色合いやデザインは素晴らしいのですが、左足のつま先部分に小さな擦り傷がありました。返品するか迷いましたが、履いてしまうことにしました。","1,6",2.5,0,258
　,"　
オーブンレンジを購入したのですが、到着した際に外箱にへこみがあり、中の製品にも若干の傷が見受けられました。しかし、機能には問題がないのでそのまま使っています。",6,2.5,0,258
　,"　
購入したテーブルは、非常にしっかりとした作りで満足していますが、天板の一部に小さな欠けがありました。カスタマーサービスに連絡したところ、すぐに対応してくれたので安心しました。",6,2.5,0,258
　,"　
購入したスニーカーは非常に快適でしたが、届いたときに右足のかかと部分に小さな傷が見つかりました。それ以外は問題なく、返品せずにそのまま使用しています。","1,6",2.5,0,266
　,"　
家電製品を購入したところ、外箱に大きなへこみがありましたが、内部は無傷で動作も正常でした。配送業者の扱いに問題があったのかもしれません。","6,7",2.5,0,266
　,"　
衣類を注文した際、サイズはちょうど良かったのですが、縫製にほつれがあったため、少し残念でした。交換の手続きはスムーズで、迅速に新しいものが届きました。","6,7",2.5,0,266
　,"　
購入したスマートフォンは新品として注文したのに、画面に小さな傷がありました。カスタマーサービスに連絡したところ、迅速に対応してくれて、交換品が送られてきたので助かりました。","6,7",2.5,0,266
　,"　
価格は手頃でしたが、届いたシャツに小さな汚れがあり、残念ながら返品を考えています。","3,6",2.5,0,287
　,"　
機能面は満足していますが、買ったときから本体に傷が多く、少し不安です。",6,2.5,0,287
　,"　
新品で購入したはずなのに、箱が潰れていて中の時計にも傷がついていました。",6,2.5,0,287
　,"　
商品自体は問題ないのですが、配送時にダンボールが破れていて、心配になりました。","6,7",2.5,0,287
　,"　
新しく購入したスマートフォンが届きましたが、外箱には少し傷がありました。しかし、本体は新品同様で傷一つなく、動作もスムーズです。購入先の対応も迅速で感謝しています。",6,2.5,0,311
　,"　
最近買ったジャケットは、思った以上に状態が良く、特に裏地の仕上げが丁寧でした。ただ、ボタンが一つ緩んでいたので、自分で付け直しましたが、全体的には満足しています。",6,2.5,0,311
　,"　
購入した電子レンジが届いた際、外装に小さなへこみがありましたが、機能は問題なく動作しています。特に、温めムラがなく、しっかり温まるのが良いです。次回はもう少し注意して商品状態を確認したいと思います。","1,6",2.5,0,311
　,"　
先日オーダーしたオーブントースターが届きましたが、説明書が破れていました。ただ、機械自体は非常に綺麗で、焼き加減も理想通り。サービスに関しては、迅速な対応をしていただけたので嬉しかったです。","1,6",2.5,0,311
　,"　
新しく購入したスマートフォンは、外観に傷がなく状態が非常に良いですので、安心して使えています。",6,2.5,0,317
　,"　
衣類の購入後、少し色あせが見られましたが、全体的にはしっかりとした作りで満足しています。","1,6",2.5,0,317
　,"　
中古のカメラを購入しましたが、レンズに小さな傷があったため、少し残念でした。しかし、動作は問題なく、撮影に支障はありません。",6,2.5,0,317
　,"　
配送された靴は新品のはずですが、箱に凹みがあり、少し気になりました。ただし、靴自体は完璧な状態で、履き心地も良いです。","1,6",2.5,0,317
　,"　
新しく購入したスマートフォンは、動作がスムーズで状態も良好でしたが、バッテリーの持ちが悪いのが気になりました。","1,6",2.5,0,336
　,"　
このジャケットはデザインが気に入ったのですが、届いた時にほつれがあり、残念ながら返品を検討しています。","1,6",2.5,0,336
　,"　
先日届いた掃除機は、外観は綺麗でしたが、フィルターの劣化が見られ、しっかりとした吸引力がないのが不満です。","1,6",2.5,0,336
　,"　
購入したワイヤレスイヤフォンは、音質は問題ないものの、充電ケースに傷が多く、少しがっかりしました。","1,6",2.5,0,336
　,"　
購入したノートパソコンは外観も綺麗で動作も問題ありませんでしたが、バッテリーの持ちが思ったより短く、少し残念でした。",6,2.5,0,339
　,"　
届いた衣類は思った以上に生地が薄く、説明にあった「高品質」とは言えないと感じました。",6,2.5,0,339
　,"　
このスマートフォンは画面に小さな傷があり、特に気にはならないものの新品とは言えない状態でした。",6,2.5,0,339
　,"　
購入した電気ケトルはすぐに壊れてしまい、カスタマーサポートに連絡したところ、迅速な対応で交換してもらえましたが、最初の製品にはがっかりしました。",6,2.5,0,339
　,"　
このジャケットは中古で購入しましたが、ほぼ新品同様の状態でとても満足しています。特に目立った傷や汚れがなく、着心地も最高です。",6,2.5,0,348
　,"　
電子レンジを購入しましたが、到着時に小さな傷がありました。しかし、機能には問題がなく、しっかりと動いているので、満足しています。",6,2.5,0,348
　,"　
購入したスマートフォンは、少し古いモデルですが、状態は非常に良好です。バッテリーの持ちも問題なく、快適に使用できています。",6,2.5,0,348
　,"　
この靴は状態が悪いというレビューを見ましたが、私が受け取ったものはきれいで、ほとんど使われていない様子でした。とても嬉しかったです。",6,2.5,0,348
　,"　
購入した靴はデザインが気に入ったものの、届いた時に右足に小さな傷がありました。返品を考えましたが、履いてみたら気にならなくなったので、そのまま使っています。","1,6",2.5,0,384
　,"　
このスマートフォンは新品と記載されていましたが、画面に小さな傷がありました。サポートに連絡したところ、迅速に対応してくれて、交換手続きをしてもらえました。","1,6",2.5,0,384
　,"　
先日購入したジャケットは、到着時に少し匂いが気になりましたが、洗濯後はすっきりしました。生地の状態も良く、満足して着用しています。","1,6",2.5,0,384
　,"　
電子レンジを購入しましたが、届いてみると外装に少し凹みがありました。カスタマーサービスに連絡したところ、謝罪とともに割引を提供してもらえたので、結果的には満足しています。",6,2.5,0,384
　,"　
このワイヤレスイヤフォンは音質が素晴らしく、バッテリー持ちも良好です。ただ、ケースに少し傷がついていたのが残念でした。新しいはずなのに、開封してみると外装に目立つ傷がありました。返品を考えていますが、音質は気に入っているので、悩むところです。","1,6",2.5,0,411
　,"　
このジャケットはサイズ感がぴったりで、着心地も良いですが、残念ながら肩の部分に小さな汚れがありました。クリーニングで落ちるか試してみますが、届いた時点での状態には少し不満があります。返品するか、汚れを気にしないか迷っています。","1,6",2.5,0,411
　,"　
購入した掃除機は吸引力が強くて使いやすいですが、付属のフィルターに破れがあったのが気になりました。開封時に確認できていれば良かったのですが、使い始めてから気づきました。サポートに連絡したところ、交換対応してくれるとのことなので、安心しました。","1,6",2.5,0,411
　,"　
このデジタルカメラは性能が素晴らしいですが、外箱が少し潰れて届いたのが残念でした。中身には問題がなかったので、使用には支障がありませんが、見た目が気になる方には注意が必要です。次回はもっと丁寧に梱包してほしいです。","1,6",2.5,0,411
　,"　
商品が届いた時、外箱に傷がありましたが、中身は問題なく動作しています。",6,2.5,0,417
　,"　
新しく購入したシャツは、生地が柔らかくてとても良い状態でした。",6,2.5,0,417
　,"　
機械の動作はスムーズですが、外装に小さなへこみがあり、少し気になりました。",6,2.5,0,417
　,"　
スマートフォンのバッテリーがすぐに減ってしまい、サポートに連絡したところ、迅速に対応してもらえました。",6,2.5,0,417
　,"　
商品が届いた時、表面に小さな傷がありましたが、全体的には機能的には問題なく使えています。ただ、もう少し丁寧な梱包が必要だと思います。",6,2.5,0,455
　,"　
新しく購入したジャケットはデザインが気に入っていますが、袖口にほつれがありました。すぐにカスタマーサポートに連絡しましたが、対応は非常に迅速でした。","1,6",2.5,0,455
　,"　
このスマートフォンは動作がスムーズで気に入っていますが、画面に小さなスクラッチがありました。外観の状態にもう少し注意を払ってほしいです。","1,6",2.5,0,455
　,"　
購入したスニーカーは履き心地が良いですが、右足の靴底が少し剥がれていました。交換をお願いしたところ、すぐに新しいものを送ってもらえて助かりました。","1,6",2.5,0,455
　,"　
最近購入したスマートフォンの状態は非常に良好で、傷や汚れも見当たりませんでした。設定も簡単で、すぐに使い始めることができました。ただ、配送時に箱が少し潰れていたのが残念でしたが、商品自体には問題ありません。","6,7",2.5,0,488
　,"　
先日届いた冬用コートですが、目立った傷や汚れはなく、新品同様の状態でした。生地も柔らかく、着心地が良いです。ただ、配送に少し時間がかかったため、そこがマイナスポイントです。","1,6,7",2.5,0,488
　,"　
購入したBluetoothスピーカーは、使用開始時に小さな傷が見つかりましたが、音質は素晴らしく、満足しています。カスタマーサービスも迅速に対応してくれたので、安心して使用できそうです。","1,6",2.5,0,488
　,"　
新しく手に入れたランニングシューズは、外観はきれいですが、右足の内側に小さな汚れがありました。返品を考えましたが、履き心地が良いのでそのまま使うことにしました。配送は迅速で、対応も丁寧でした。","1,6,7",2.5,0,488
　,"　
新しく購入した靴はデザインが気に入っていますが、左足のかかと部分に小さな傷がついていました。もう少し丁寧な検品をしてほしいです。","1,6",2.5,0,494
　,"　
このスマートフォンは動作がスムーズで満足していますが、到着時に画面に小さなひびが入っていたのが残念です。交換手続きがスムーズだったのは良かったですが。","1,6",2.5,0,494
　,"　
家具として購入したテーブルはしっかりした作りで気に入っているのですが、天板に小さな傷があったのが少し残念でした。サービスの対応は親切でした。","1,6",2.5,0,494
　,"　
洗濯機はとても静かで使いやすいですが、外装に小さいへこみがありました。この点についてのカスタマーサービスは迅速に対応してくれたので助かりました。","1,6",2.5,0,494
　,"　
購入した靴はサイズが合わず、履いた瞬間に右足のかかと部分が擦れてしまいました。返品を考えましたが、デザインが気に入ったので何とか使っています。","1,6",2.5,0,498
　,"　
新しく買った冷蔵庫は、外観に小さな傷がありました。最初は気になりましたが、機能には問題ないので、そのまま使用しています。サポートセンターに連絡したところ、傷については交換対象にならないとのことでした。","1,6",2.5,0,498
　,"　
衣類を購入した際、タグに「新品」と記載されていたにもかかわらず、洗濯していないにもかかわらず、ほつれが見つかりました。カスタマーサービスに問い合わせたところ、返品は可能との返事がありましたが、手間を考えてそのまま着用しています。",6,2.5,0,498
　,"　
家具を組み立てている最中に、部品の一つに明らかな傷が見つかりました。組み立て作業が進んでいたため、交換を依頼するのが面倒で、そのまま使うことに決めましたが、やはり気になります。",6,2.5,0,498
　,"　
この靴を購入した際、外箱に少し傷がありましたが、靴自体は新品同様で非常に満足しています。履き心地も良く、デザインも気に入りました。ただ、靴紐の質が少し安っぽく感じたのが残念です。","1,3,6",2.5,0,715
　,"　
購入したスマートフォンは、到着時に画面に小さな傷がありました。交換を希望しましたが、カスタマーサービスの対応が迅速で、すぐに新しいものを送ってくれたので助かりました。最初の製品には不満がありましたが、最終的には良い対応に感謝しています。",6,2.5,0,715
　,"　
このソファはとても居心地が良いですが、到着した時に1箇所の縫い目がほつれていました。すぐにサポートに連絡したところ、交換用のカバーを送ってもらえたので、問題は解決しました。商品自体はとても気に入っています。",6,2.5,0,715
　,"　
購入した時計には、バンドの接続部分に小さな傷がありました。商品説明には傷のない状態と記載があったため、少し不満でしたが、機能自体には問題がないので、使い続けることにしました。デザインは素晴らしいです。","1,6",2.5,0,715
　,"　
購入した靴はサイズが合わず、履いた瞬間に痛みを感じました。返品手続きをスムーズに行っていただけたので助かりましたが、商品自体の状態には満足できませんでした。",6,2.5,0,48
　,"　
このスマートフォンを購入しましたが、初めから画面に小さな傷がありました。ショップの対応は丁寧でしたが、商品状態が良くないため、星は3つにしました。",6,2.5,0,48
　,"　
確かにデザインは素敵ですが、届いたバッグには明らかな汚れが付いていました。カスタマーサービスに連絡したところ、すぐに返金対応をしていただけましたが、商品には残念ながら満足できませんでした。","1,6",2.5,0,48
　,"　
購入した冷蔵庫は外観は綺麗ですが、内部に小さな凹みがありました。配送業者の対応は良かったのですが、商品状態に関してはもう少しチェックが必要だと思います。",6,2.5,0,48
　,"　
購入した靴は、デザインは気に入ったものの、左足の内側に小さな傷がついていました。返品を考えましたが、履いてみるとそれほど目立たなかったので、そのまま使うことにしました。靴自体のフィット感は良く、快適に歩けるので、全体的には満足しています。","1,6",2.5,0,129
　,"　
このタブレットは、届いたときに画面に小さなヒビが入っているのを見つけました。すぐにカスタマーサポートに連絡したところ、迅速に交換手続きをしてくれたので助かりました。新しいタブレットは問題なく動作し、非常に満足しています。",6,2.5,0,129
　,"　
最近購入したジャケットは、色やデザインは非常に気に入っているのですが、肩の部分に小さなほつれがありました。手元で簡単に修理できそうだったので、そのまま着ることにしました。全体的には温かく、着心地も良いので、これからの季節に活躍してくれそうです。","1,6",2.5,0,129
　,"　
この掃除機は、吸引力が強くて使いやすいのですが、到着した際に本体の一部が少し傷ついていました。使用には問題がなかったのでそのまま使用していますが、次回はもっと丁寧に扱ってほしいです。性能には満足しているので、しっかり使い込んでいきたいと思います。","1,6",2.5,0,129
　,"　
購入した靴が届いたとき、外箱は無傷でしたが、中の靴には明らかに擦り傷がありました。デザインは気に入っているのですが、状態が良くなかったのが残念です。","1,6",2.5,0,145
　,"　
電子レンジを使ってみたところ、動作は問題なかったものの、外観に小さな凹みがありました。新しい商品を期待していたので、少しがっかりしています。",6,2.5,0,145
　,"　
衣類を購入した際、タグが付いている状態で届きましたが、縫製に不備があり、糸がほつれていました。品質管理にもう少し注意してほしいです。","1,6",2.5,0,145
　,"　
スマートフォンをオンラインで注文したところ、画面に小さな傷が付いていました。機能的には問題なく使えていますが、視覚的に気になるため、評価は下げざるを得ません。",6,2.5,0,145
　,"　
新しく購入したデジタルカメラの状態は非常に良好でした。外観は傷一つなく、レンズもクリアで撮影に問題はありません。ただ、充電器が付属していなかったのが残念で、サービス対応に問い合わせたところ、迅速に対応してもらえました。",6,2.5,0,153
　,"　
昨日届いた衣類は、色合いやデザインは期待通りだったのですが、袖口に小さなほつれがあったのが気になりました。しかし、洗濯すれば目立たなくなると思うので、返品はせずそのまま着用することにしました。",6,2.5,0,153
　,"　
購入したスマートフォンは、状態がほぼ新品に近く、動作もスムーズです。ただ、画面の端に微細な傷があったため、少し残念でした。サポートセンターに連絡したところ、丁寧に対応していただき、安心しました。",6,2.5,0,153
　,"　
キッチン用品として購入したフライパンは、見た目が美しく、使用感も良いです。しかし、底面に小さな凹みがあったため、初めは不安でしたが、料理には影響がなかったため、問題なく使えています。全体的には満足しています。","1,6",2.5,0,153
　,"　
商品が届いたとき、外箱に少しへこみがあったものの、中の商品は傷一つなく、非常に綺麗な状態でした。特に、色合いも思っていた通りで、満足しています。ただ、配送の際にもう少し丁寧に扱ってほしかったです。","1,6,7",2.5,0,159
　,"　
以前に購入したこの靴は、履いた初日に小さな傷がついてしまいました。しかし、全体的なデザインや履き心地はとても良く、普段使いには問題ありません。今後はもう少し耐久性があると嬉しいです。","1,6",2.5,0,159
　,"　
このスマートフォンは、到着した際に画面に小さな傷があり、とても残念でした。しかし、機能は問題なく動作しており、カメラの性能も素晴らしいので、返品はせずに使うことにしました。接客対応は良かったので次回も利用したいです。","1,6",2.5,0,159
　,"　
購入したワイヤレスイヤフォンは、商品自体は素晴らしい音質で満足していますが、充電ケースに小さな傷がありました。使用には影響しないものの、もう少し気を付けて発送してほしいと思いました。カスタマーサポートも親切でしたので、安心感があります。","1,6",2.5,0,159
　,"　
商品が届いた時、外箱に少し傷がありましたが、中身は全く問題なく、状態が良かったので安心しました。迅速な対応に感謝しています。",6,2.5,0,169
　,"　
購入した靴はサイズがぴったりで、色も思った通りでしたが、右足のかかと部分に小さな傷がありました。返品もスムーズに対応してもらえたので良かったです。","1,6",2.5,0,169
　,"　
電子レンジを注文しましたが、届いた時に少し凹みがあり、見た目が気になりました。しかし、機能は問題なく使えていますので、何とか使い続けるつもりです。",6,2.5,0,169
　,"　
このシャツは縫製が丁寧で良い状態でしたが、届いた時に少しシワが気になりました。アイロンをかけたらすぐに解消しましたので、満足しています。",6,2.5,0,169
　,"　
商品が届いた時に、箱に大きなへこみがあり、中のワイヤレスイヤフォンにも小さな傷がついていました。音質は良いですが、見た目が残念です。","1,6",2.5,0,182
　,"　
購入した靴が、側面に明らかな汚れがありました。履き心地は良いのですが、状態にがっかりしました。","1,6",2.5,0,182
　,"　
このタブレットを注文したのですが、画面に小さな傷が見つかりました。性能自体は問題ないものの、商品状態には不満があります。",6,2.5,0,182
　,"　
洗濯機の到着時に外装に傷があり、内側の部品にも少し不具合がありました。修理対応は迅速でしたが、最初の状態には失望しました。",6,2.5,0,182
　,"　
商品が届いたとき、箱はしっかりしていましたが、中の靴に小さな傷があったのが残念です。返品手続きがスムーズで、すぐに新しい靴を送ってもらえたのは良かったです。",6,2.5,0,193
　,"　
このテレビは画質が素晴らしいですが、リモコンが壊れていて、交換に時間がかかりました。カスタマーサポートは親切でしたが、商品状態には満足できませんでした。","1,6",2.5,0,193
　,"　
家電製品としてはかなり良いですが、配達の際に傷がついてしまっていました。それでも、カスタマーサービスが迅速に対応してくれたおかげで、安心して使えています。","6,7",2.5,0,193
　,"　
衣類の素材感は気に入っていますが、届いた際にボタンが一つ外れていました。すぐに修理して使えるようになりましたが、初めからしっかり確認してほしかったです。","1,6",2.5,0,193
　,"　
このジャケットは見た目が素晴らしいですが、裏地に小さな穴が開いていたのが残念でした。","1,6",2.5,0,196
　,"　
スマートフォンを購入しましたが、画面に傷がついていたため、交換をお願いしました。",6,2.5,0,196
　,"　
新しく届いたスニーカーはデザインが気に入ったものの、右足のつま先に小さな汚れがありました。","1,6",2.5,0,196
　,"　
食器セットはとても素敵ですが、一つの皿にひびが入っていたので、返品を考えています。",6,2.5,0,196
　,"　
新しく購入したトースターは、外観が新品同様でとても綺麗でした。しかし、使用してみると焼きムラがひどく、明らかに内部に不具合があるようでしたので、すぐに返品を決めました。","1,6",2.5,0,203
　,"　
中古で購入したスマートフォンは、外側に小さな傷がいくつかありましたが、画面は無傷で状態は良好でした。バッテリーの持ちも思ったより良く、満足しています。","1,6",2.5,0,203
　,"　
購入したジャケットは、到着時にタグが付いていなかったため、未使用だと思っていたのですが、袖口に汚れがついていました。販売者に連絡したところ、すぐに返金対応してもらえたので安心しました。",6,2.5,0,203
　,"　
中古のデジタルカメラを手に入れたのですが、レンズにカビが生えているのを発見しました。状態が良いと書いてあったので非常に残念で、すぐにクレームを入れました。",6,2.5,0,203
　,"　
このバッグはデザインが素晴らしいのですが、届いたときに底に小さな傷がついていました。返品を考えましたが、カスタマーサービスが非常に親切で、交換手続きを迅速に行ってくれました。","1,6",2.5,0,258
　,"　
スマートフォンを購入したのですが、画面に小さなひびが入っていました。すぐにサポートセンターに連絡したところ、丁寧に対応してくれ、交換品を送ってもらえました。商品の状態には少し不満がありましたが、サービスには満足しています。",6,2.5,0,258
　,"　
この靴は履き心地が良いですが、購入した直後に右足のかかと部分に小さな傷が見つかりました。交換を依頼したところ、スムーズに対応してもらえたので助かりました。","1,6",2.5,0,258
　,"　
電子レンジを購入した際、外装に小さな凹みがありました。すぐにカスタマーサポートに連絡したところ、迅速に対応してくれ、交換手続きをしてもらえました。商品の状態には少し残念でしたが、サービスには非常に感謝しています。",6,2.5,0,258
　,"　
購入した靴はデザインは良いのですが、右足のかかとに小さな傷がついていました。返品を考えましたが、履いているうちに気にならなくなりました。","1,6",2.5,0,266
　,"　
初めてのスマートフォン購入でしたが、届いた商品が画面に小さなひび割れがあり、非常にがっかりしました。カスタマーサポートに連絡したところ、迅速に交換対応してもらえたので助かりました。",6,2.5,0,266
　,"　
このジャケットはサイズ感がぴったりで気に入っていますが、購入時に付属品のタグが外れていて少し残念でした。品質自体は良好なので、全体的には満足しています。","1,6",2.5,0,266
　,"　
家電製品を購入した際、動作確認をしたところ、音が異常に大きくて驚きました。すぐにサポートに連絡したところ、丁寧に対応してもらい、後日正常品が届いて安心しました。",6,2.5,0,266
　,"　
商品が届いた際には、外箱に傷がありましたが、中身は無事でした。全体的には満足していますが、パッケージの状態が気になりました。",6,2.5,0,287
　,"　
先日購入した靴は、届いた時に片方が少し汚れていたため、クリーニングが必要でした。商品の質自体は良かったので、残念です。",6,2.5,0,287
　,"　
このスマートフォンは性能が良いですが、背面に小さな傷がありました。初めての購入だったので少し驚きましたが、使い勝手は良好です。",6,2.5,0,287
　,"　
購入した家具は組み立ててみると、いくつかの部品に凹みがありました。しかし、サポートセンターに連絡したところ、迅速に対応してもらえたので安心しました。",6,2.5,0,287
　,"　
購入したテーブルは、思ったよりも状態が良く、傷一つない美品でした。配送も迅速で、梱包も丁寧だったため、安心して受け取ることができました。このテーブルを使うのが楽しみです。","6,7",2.5,0,311
　,"　
先日購入した靴は、外観に小さな傷がありましたが、履き心地は非常に良いです。返品を考えましたが、サイズ感やデザインが気に入ったので、そのまま使用しています。サービス対応も親切でした。","1,6",2.5,0,311
　,"　
家電を購入した際、開封したら少し汚れが付いていましたが、すぐに拭き取れました。機能には問題がなく、操作も簡単で満足しています。メーカーのサポートも迅速で助かりました。",6,2.5,0,311
　,"　
中古のカメラを購入しましたが、レンズに小さな傷がありました。ただし、撮影には全く影響がないので、特に気にしていません。全体的には状態も良く、コストパフォーマンスに優れていると思います。","3,6",2.5,0,311
