タイトル,レビュー,カテゴリー,星数,参考になった数,生成元ID
　,"　
先日購入した靴が、思ったより早く届きました。配送の早さに感謝していますし、すぐに履き始めることができたので嬉しいです。",7,2.5,0,126
　,"　
この洗濯機は、注文してから3日後には届きました！配送が早くてびっくりしました。設置もスムーズだったので、すぐに洗濯を始めることができました。",7,2.5,0,129
　,"　
先日購入したスニーカーが、配達予定日よりも1日遅れて到着しました。急いでいたので少し残念でしたが、商品自体は満足しています。今後はもう少し配送に気を使ってほしいです。",7,2.5,0,129
　,"　
新しく買ったテレビが、思ったよりも早く届きました。配達員の方が丁寧に扱ってくれたおかげで、無事に設置できました。配達のスピードに感謝です！",7,2.5,0,129
　,"　
この家具は、配送が遅れると連絡があったものの、最終的には約束通りの日時に到着しました。多少の遅れはありましたが、商品自体は期待以上でした。次回も利用したいと思います。",7,2.5,0,129
　,"　
商品がすぐに届いたので、驚きました！ 迅速な配送に感謝しています。商品自体もとても満足しています。",7,2.5,0,169
　,"　
発送が遅れると聞いていましたが、実際には予定より早く届きました。しっかりした梱包で、安心して受け取ることができました。",7,2.5,0,169
　,"　
注文してから2日で届きました！配送が早くて助かりましたし、商品も期待以上でした。また利用したいです。",7,2.5,0,169
　,"　
配送に関しては、少し時間がかかるかと思っていましたが、意外にも早く到着しました。丁寧な梱包のおかげで、商品も無事でした。",7,2.5,0,169
　,"　
商品は素晴らしいですが、配送が遅く、注文してから一週間経っても届きませんでした。カスタマーサポートに問い合わせたところ、すぐに対応してくれましたが、もう少し早く届くと嬉しかったです。","6,7",2.5,0,193
　,"　
この靴は履き心地が良く、デザインも気に入っています。ただ、配送が非常に早く、注文してから48時間以内に手元に届いたのは驚きでした。次回も利用したいと思います。","1,7",2.5,0,193
　,"　
家電製品を購入しましたが、配送が遅れて、予定よりも3日遅れで届きました。商品の性能には満足していますが、配送の遅延が残念でした。","1,7",2.5,0,193
　,"　
こちらのバッグはとても使いやすくてお気に入りです。特に、注文してから翌日に届いた配送の速さが素晴らしかったです。迅速なサービスに感謝しています。","1,7",2.5,0,193
　,"　
新しく購入したスマートフォンは、予想以上に早く届いて非常に満足しています。発送の早さに感謝です！",7,2.5,0,202
　,"　
このカメラは素晴らしい性能ですが、配送が遅れてしまったのが残念でした。もっと早く手に入れたかったです。",7,2.5,0,202
　,"　
洗濯機が思ったよりも早く届き、すぐに使い始めることができました。迅速な配送にお礼を言いたいです。",7,2.5,0,202
　,"　
先日購入した靴は、配送予定日よりも遅れて届きましたが、商品自体には満足しています。次回はもう少し早く届くことを期待しています。",7,2.5,0,202
　,"　
このスマートフォンは素晴らしい機能が揃っていて大満足です。ただ、配送が遅れてしまい、注文から手元に届くまでに約一週間かかりました。早めに欲しかったので少し不満でしたが、商品自体には満足しています。",7,2.5,0,258
　,"　
新しく購入したデジタルカメラは画質が非常に良く、旅行での撮影が楽しみです。ただ、配送が予想より早く、注文から3日後には手元に届きました。迅速な対応に感謝しています。",7,2.5,0,258
　,"　
購入したアウトドア用のテントは、設営が簡単で気に入っています。配送も非常に早く、注文してから2日後には届きました。これで週末のキャンプに間に合いそうです。",7,2.5,0,258
　,"　
このパソコンは性能が高く、仕事が捗ります。しかし、配送が遅く、注文から10日も待たされました。早く手に入れたかったので、もう少し早い配送を望んでいました。","1,7",2.5,0,258
　,"　
友人へのプレゼントとして購入したスマートフォンが、注文からわずか2日で届いたので、とても満足しています。迅速な配送に感謝です！","4,7",2.5,0,266
　,"　
洗濯機を購入した際、配送が遅れるとの連絡が来て不安でしたが、結局予定通りに届いてホッとしました。配送のスムーズさが印象的でした。",7,2.5,0,266
　,"　
新しいゲーム機を注文したら、予想以上に早く到着しました。早い配送のおかげで、すぐに遊び始めることができて嬉しかったです。",7,2.5,0,266
　,"　
コートをネットで購入したところ、配送が遅れてしまったのですが、カスタマーサポートが丁寧に対応してくれたので安心しました。最終的には無事に届きました。","6,7",2.5,0,266
　,"　
発注してからわずか2日で届いたので、驚きました！新しいスマートフォンが思った以上に早く手に入ったので、すぐに設定を始められました。商品の状態も非常に良く、満足しています。","6,7",2.5,0,311
　,"　
衣類を購入したのですが、配送が遅れるとの連絡があり、ちょっと不安でした。しかし、予定より早く手元に届いたので、安心しました。商品の質も良く、嬉しい驚きです。","6,7",2.5,0,311
　,"　
家具を注文した際、配送予定日が遅れると連絡がありましたが、最終的には早めに届けていただきました。組み立てが簡単で、すぐに使える状態になったので助かりました。",7,2.5,0,311
　,"　
自転車を購入したところ、思ったよりも早く届けられて感激しました。早速乗り出してみたら、快適な乗り心地で、配送の早さも含めて大満足です。","1,7",2.5,0,311
　,"　
新しいスマートフォンを注文したところ、配送が予想よりも早く、わずか2日で手元に届きました。迅速な対応にとても満足しています。",7,2.5,0,342
　,"　
冷蔵庫を購入した際、配送予定日が遅れるとの連絡がありましたが、最終的には約束通りに届いたので安心しました。ただ、もう少し早ければよかったなと思います。",7,2.5,0,342
　,"　
新しいランニングシューズを頼んだのですが、配送が遅れてしまい、予定よりも1週間も待たされました。早く走りに行きたかったので、少し残念でした。",7,2.5,0,342
　,"　
家庭用プロジェクターを購入したところ、配送が非常にスムーズで、注文から3日後には届きました。素早いサービスに感謝しています！",7,2.5,0,342
　,"　
このスマートフォンを購入してから、配送の速さに驚きました。注文してからわずか24時間で手元に届き、すぐに使用できる状態になっていたのは非常にありがたかったです。特に急ぎの用事があったので、予想以上の迅速な配送に感謝しています。",7,2.5,0,517
　,"　
新しいスニーカーをオンラインで注文しましたが、配送が遅れてしまったのには少しがっかりしました。予定よりも3日遅れで届き、楽しみにしていた分だけ残念な気持ちになりました。次回は配送業者の選択にも気を付けようと思います。",7,2.5,0,517
　,"　
洗濯機を購入した際、配送が非常にスムーズで驚きました。注文から48時間以内に設置まで完了し、スタッフの方も親切で、使い方について詳しく説明してくれたのが良かったです。迅速な配送と丁寧な対応に大満足です。",7,2.5,0,517
　,"　
買ったゲーム機が配送中にトラブルがあったようで、最初の予定よりも1週間遅れて届きました。待ち遠しかっただけに、少しイライラしましたが、最終的には無事に手元に届いたので安心しました。次回はもっと早く届くことを願っています。",7,2.5,0,517
　,"　
注文から2日で届いたので、かなり早い配送に満足しています。これからも利用したいです。",7,2.5,0,518
　,"　
配送が遅れるとの連絡があったが、最終的には予定より早く手元に届いたので良かった。",7,2.5,0,518
　,"　
思っていたよりも早く商品が到着し、驚きました。迅速な対応に感謝しています。",7,2.5,0,518
　,"　
配送が遅いと思っていたが、実際には予定よりも早く届いたので、非常に助かりました。",7,2.5,0,518
　,"　
このスマートフォンを購入しましたが、配送が迅速で驚きました。注文してから翌日には手元に届き、すぐに使い始めることができました。機能も充実していて、大満足です。",7,2.5,0,529
　,"　
衣類をオンラインで購入したところ、配送が遅れてしまったのが残念でした。しかし、商品の品質は素晴らしく、待った甲斐がありました。次回はもう少し早く届けてほしいです。",7,2.5,0,529
　,"　
テレビをネットで注文したのですが、配送がとても早く、予定よりも早く到着しました。そのおかげで、友人たちを招いての映画鑑賞会に間に合ったので感謝しています！","4,7",2.5,0,529
　,"　
先日購入したコーヒーメーカーは、配送が遅かったために少しイライラしましたが、商品自体は非常に満足しています。次回はスムーズに配送されることを期待しています。",7,2.5,0,529
　,"　
注文してから2日で届いたので、非常に満足しています。忙しい中、迅速な配送は本当に助かります。",7,2.5,0,540
　,"　
商品は期待通りの品質でしたが、配送が少し遅れて到着しました。もう少し早く届けば完璧だったのにと思います。",7,2.5,0,540
　,"　
プレゼント用に購入したのですが、配送が早かったおかげで、予定通りに渡すことができました。とても助かりました！","4,7",2.5,0,540
　,"　
配送状況が追跡できたのは良かったですが、思ったよりも到着が遅くて少し残念でした。次回は早めに注文しようと思います。",7,2.5,0,540
　,"　
昨日注文したロボット掃除機が、なんと今日の午前中に届きました！迅速な配送に驚きましたし、設置も簡単で助かりました。これから毎日使うのが楽しみです。",7,2.5,0,555
　,"　
新しく購入した冬用コートが、思っていたよりも早く到着しました。注文から約3日で手元に届き、寒くなり始めたこの時期に間に合って嬉しいです。配送業者の方も親切でした。",7,2.5,0,555
　,"　
先週末にオンラインで購入したゲーム機が、予定よりも早く届きました。通常は1週間ほどかかるところが、3日で手元に届いて感激です！早速友達と一緒に楽しんでいます。",7,2.5,0,555
　,"　
購入したスマートフォンが、前回の予想よりも早く届いてびっくりしました。注文から48時間以内に配送され、すぐに使い始めることができたのが嬉しいです。配送が早いと、気分も上がりますね！",7,2.5,0,555
　,"　
注文してからわずか2日で届きました！期待以上の早さで、すぐに使い始めることができました。ただ、商品自体は少し重いので持ち運びには注意が必要です。","1,7",2.5,0,560
　,"　
配送が遅れてしまったため、予定していた日程に間に合わず困りました。しかし、商品の品質は素晴らしく、待った甲斐があったと思います。",7,2.5,0,560
　,"　
迅速な配送で、思っていたよりも早く手元に届きました。使い心地も良く、長く愛用できそうです。ただ、もう少し梱包が丁寧だと嬉しいです。","6,7",2.5,0,560
　,"　
発送から到着までの時間が長く、期待外れでした。商品は気に入っているので残念ですが、次回はもう少し早く届けてほしいです。",7,2.5,0,560
　,"　
新しいスマートフォンを注文したところ、なんと翌日に届きました！配送の速さに驚いています。",7,2.5,0,580
　,"　
衣類を購入したのですが、指定した日時に無事に届きました。配送が遅れることなく、とても満足しています。",7,2.5,0,580
　,"　
家電製品を頼んだのに、思ったよりも配送が遅れてしまいました。楽しみにしていた分、ちょっと残念でした。",7,2.5,0,580
　,"　
サングラスを購入したところ、発送が早くて嬉しかったです。すぐに使えたので、非常に助かりました。",7,2.5,0,580
　,"　
注文してから3日で届いたので、思ったより早く手元に商品がありました。配送が迅速で満足です。",7,2.5,0,646
　,"　
予定よりも遅れて商品が届いたため、少し不安になりましたが、最終的には無事に到着しました。",7,2.5,0,646
　,"　
こちらのショップは配送がとても早く、購入した翌日には新しい靴が届きました。嬉しいサプライズです！",7,2.5,0,646
　,"　
商品は良かったのですが、配送が遅れてしまい、予定していた日に間に合わなかったのが残念でした。",7,2.5,0,646
　,"　
注文してから2日後には新しいスマートフォンが届きました。配送の速さに驚いています。これからもこちらで購入したいと思います。",7,2.5,0,709
　,"　
洗濯機が思ったより早く届きました。配送業者の方も親切で、設置まで手伝ってくれたので、大満足です。",7,2.5,0,709
　,"　
私の注文したジャケットが、予想よりも早く手元に届きました。迅速な配送に感謝しています。これからも利用したいです。",7,2.5,0,709
　,"　
昨日注文したヘッドフォンが、今日の午前中には届きました。こんなに早く届くとは思わなかったので、嬉しい驚きです。",7,2.5,0,709
　,"　
注文してからわずか2日で商品が届いたので、とても驚きました。迅速な配送に感謝しています。商品の品質も申し分なく、満足しています。",7,2.5,0,48
　,"　
先週末に購入した靴が、思ったよりも早く届きました。配送が遅れるとの連絡があったので心配していましたが、予定より早く手元に届き嬉しかったです。",7,2.5,0,48
　,"　
このカメラは配送が遅いとレビューで見かけましたが、私のところには3日で届きました。迅速な配送で、すぐに撮影を楽しむことができました。",7,2.5,0,48
　,"　
先日購入したソファは、配送に少し時間がかかると聞いていたのですが、実際には約1週間で届きました。思ったより早かったので、満足度が高いです。",7,2.5,0,48
　,"　
注文してから2日で届いたので、とても驚きました。発送が早くて嬉しいです！",7,2.5,0,59
　,"　
商品自体は満足ですが、配送が遅れてしまったのが残念でした。次回はもう少し早く届けてほしいです。",7,2.5,0,59
　,"　
発送通知が来てから翌日には手元に届きました。迅速な配送に感謝しています！",7,2.5,0,59
　,"　
思ったよりも配送が遅く、到着までに一週間かかりました。もう少し早く届けてほしいです。",7,2.5,0,59
　,"　
スマートフォンを注文したところ、思ったより早く届いて驚きました。おかげで新しい機種をすぐに使うことができました。",7,2.5,0,86
　,"　
洗濯機の配送が遅れたため、予定していた日に使えず困りました。お知らせもなかったので、次回は早めに確認しようと思います。",7,2.5,0,86
　,"　
新しい靴を注文したら、配送がとても迅速で、翌日には手元に届きました。履き心地も良く、満足しています。","1,7",2.5,0,86
　,"　
家電製品の配送が遅れたため、キャンプの準備が間に合わず残念でした。事前に配送予定日を確認しておけばよかったです。",7,2.5,0,86
　,"　
注文してから3日で新しいスニーカーが届きました。迅速な配送に感謝しています。これでランニングを再開できるので、とても嬉しいです。",7,2.5,0,123
　,"　
冷蔵庫の故障で急遽新しいものを探し始めましたが、注文してからなんと翌日には届きました。配送が早くて助かりました。",7,2.5,0,123
　,"　
洗濯機を購入した際、配送予定日よりも1日早く届いたのには驚きました。迅速なサービスに満足しています。",7,2.5,0,123
　,"　
注文してからたったの2日で届いたので、非常に驚きました。新しいスマートフォンを手に入れられて嬉しいです。配送の早さに感謝しています！",7,2.5,0,126
　,"　
期待していた以上に素晴らしいバッグでしたが、配送が遅れてしまったのが残念でした。到着を心待ちにしていたので、待ち時間が長く感じました。",7,2.5,0,126
　,"　
洗濯機の購入を決めたのですが、配送がスムーズで驚きました。注文から3日で家に届き、すぐに使い始めることができました！",7,2.5,0,126
　,"　
ジャケットが思ったよりも早く届いたので、試着するのが楽しみです。冬に備えて、早めの購入をして正解でした！",7,2.5,0,126
　,"　
このノートパソコンを注文したところ、配送が非常に早く、驚きました。注文からわずか2日で手元に届き、仕事にすぐに取り掛かることができました。",7,2.5,0,129
　,"　
衣類を購入した際、配送が遅れると連絡がありました。最初は不安でしたが、最終的には予定よりも早く届き、無事にイベントに間に合いました。",7,2.5,0,129
　,"　
スマートフォンを買った時、配送のスピードが素晴らしかったです。注文後、翌日に受け取ることができたので、すぐに使い始めることができました。",7,2.5,0,129
　,"　
家具をネットで購入した際、配送が遅れてしまったため、少しストレスを感じました。しかし、カスタマーサポートが迅速に対応してくれたおかげで、最終的にはスムーズに受け取ることができました。",7,2.5,0,129
　,"　
商品は素晴らしい品質で、届くのが楽しみでしたが、配送が遅れてしまい少し不安になりました。それでも、無事に受け取れてホッとしています。",7,2.5,0,169
　,"　
この靴は履き心地が抜群ですが、配送に関してはもう少し早く届けてほしかったです。期待していたよりも数日遅れたのが残念でした。","1,7",2.5,0,169
　,"　
電子レンジの性能には大満足ですが、配送業者の手違いで受け取るまでに時間がかかりました。次回はもう少しスムーズな配送を期待したいです。","1,7",2.5,0,169
　,"　
衣類のデザインはとても気に入っていますが、配送が遅れたため、イベントに間に合わないか心配でした。結果的には間に合いましたが、もう少し早く届くと嬉しいです。","1,7",2.5,0,169
　,"　
こちらの靴を購入しましたが、配送が非常に迅速で、注文した翌日には手元に届きました。商品のクオリティも高く、とても満足しています。",7,2.5,0,193
　,"　
このタブレットを頼んだのですが、配送が遅れてしまい、注文から3日後にやっと届きました。しかし、商品自体は素晴らしく、使い心地も満点です。","1,7",2.5,0,193
　,"　
食器洗い機を購入したところ、配送が早く、注文したその日のうちに届きました。設置も簡単で、すぐに使い始めることができて助かりました。",7,2.5,0,193
　,"　
洗濯機を買ったのですが、配送が予定よりも遅れ、5日かかりました。それでも、商品の性能は期待以上で、使い始めてから毎日の生活が楽になりました。",7,2.5,0,193
　,"　
このスマートフォンは機能も充実していて満足ですが、配送が遅くて少しイライラしました。もっと早く手元に届いていれば、すぐに使い始められたのに。",7,2.5,0,202
　,"　
洗濯機の性能には満足していますが、配送に関しては期待外れでした。注文してから1週間経っても届かなかったので、他の人には注意を促したいです。",7,2.5,0,202
　,"　
新しく購入したデジタルカメラは素晴らしい画質ですが、配送がとても早くて驚きました。注文してから2日後には手元に届いたので、すぐに撮影を楽しむことができました。","1,7",2.5,0,202
　,"　
シューズを購入した際、配送が予想以上に遅かったので心配になりましたが、最終的には無事に届いて安心しました。次回はもう少し早く届くと嬉しいです。",7,2.5,0,202
　,"　
スマートフォンを購入しましたが、配送が非常に早くて驚きました。注文してから2日後には手元に届き、すぐに使い始めることができました。これから長く愛用していきたいと思います。",7,2.5,0,258
　,"　
衣類をオンラインで注文したところ、配送が遅れてしまい、予定よりも1週間も待たされました。商品自体は素晴らしいのですが、配送の遅れが残念でした。",7,2.5,0,258
　,"　
家電を購入した際の配送がとてもスムーズでした。注文してから3日で届き、設置も迅速に行ってもらえたので、すぐに新しい機能を楽しむことができました。",7,2.5,0,258
　,"　
キッチン用品を取り扱うECサイトで購入した商品が、思っていたよりも早く届きました。配送業者の対応も良く、梱包も丁寧でしたので、安心して使い始めることができました。","6,7",2.5,0,258
　,"　
スマートフォンを購入しましたが、配送が思ったより早かったので驚きました。注文してから2日後には手元に届き、迅速な対応に満足しています。",7,2.5,0,266
　,"　
洋服の注文をした際、配送が遅れてしまいました。予定よりも一週間も遅れたため、イベントに間に合わず残念でした。",7,2.5,0,266
　,"　
家電製品を購入しましたが、配送がとてもスムーズで、注文してから翌日には届きました。迅速な配送に感謝しています。",7,2.5,0,266
　,"　
靴をオンラインで注文したところ、配送が遅れたことがありました。配送状況を確認したところ、天候の影響で遅延しているとのことでしたが、最終的には問題なく届きました。",7,2.5,0,266
　,"　
注文してからわずか2日で届いたので驚きました！新しいスマートフォンを待っていたので、速やかな配送に感謝しています。商品自体も期待以上に素晴らしく、使い始めるのが楽しみです。",7,2.5,0,311
　,"　
先日購入したスニーカーが、予想以上に遅れて到着しました。配送状況を確認するたびに不安になりましたが、無事手元に届いてほっとしています。商品はとても快適で、履き心地も良いです。","1,7",2.5,0,311
　,"　
冷蔵庫を購入しましたが、配送が非常にスムーズでした。注文から3日後には新しい冷蔵庫が届き、迅速な対応に感謝しています。設置も簡単で、すぐに使い始められました。",7,2.5,0,311
　,"　
衣類をオンラインで注文したところ、配送が遅れたため、予定よりも数日遅れて到着しました。商品自体は素晴らしく、サイズもぴったりでしたが、もう少し早く届いていればさらに良かったと思います。","1,7",2.5,0,311
　,"　
新しいノートパソコンを注文したのですが、配送が予想以上に早く、注文からわずか2日で手元に届きました。特に急ぎの仕事があったので、この迅速な対応にはとても満足しています。",7,2.5,0,342
　,"　
スマートフォンの充電器を購入しましたが、配送が遅れてしまい、注文してから1週間以上待たされました。急いでいたので、もう少し早く届けてほしかったです。",7,2.5,0,342
　,"　
冷蔵庫を新調したのですが、配送業者の方が予定通りに届けてくれたため、スムーズに設置ができました。やはり、配送の早さは購入の決め手の一つです。",7,2.5,0,342
　,"　
服をオンラインで購入したのですが、思ったよりも遅く届いてしまいました。配送の遅延についての連絡もなかったので、少し不安になりました。次回はもっと早く届くことを期待しています。",7,2.5,0,342
　,"　
この掃除機は、注文から到着までが非常に迅速でした。特に、次の日には手元に届いたので、すぐに掃除を始めることができて助かりました。配送業者の方も丁寧で、設置もスムーズに行ってくれました。",7,2.5,0,517
　,"　
先日購入した洋服の配送が遅れて、約一週間待たされました。発売日には間に合わなかったので、イベントには着ていけず残念でした。ただ、商品自体はとても気に入っているので、次回は早めに注文しようと思います。",7,2.5,0,517
　,"　
私が購入したスマートフォンは、配送が非常に早く、注文した翌日に届きました。包装も丁寧で、傷一つなく状態も完璧でした。新しいデバイスをすぐに使えるのは嬉しいですね。","6,7",2.5,0,517
　,"　
この家具は、配送までに少し時間がかかりましたが、配送の日にきちんと連絡をもらえたので安心でした。設置サービスも利用したのですが、スタッフが非常に親切で、スムーズに組み立ててくれたので助かりました。",7,2.5,0,517
　,"　
スマートフォンの配送が思ったより早く、嬉しかったです。迅速な対応に感謝しています。",7,2.5,0,518
　,"　
衣類の注文が遅れることなく、予定日に届きました。品質も良く、満足しています。",7,2.5,0,518
　,"　
パソコンの配送が遅れたため、少し不安でしたが、最終的には無事に届きました。",7,2.5,0,518
　,"　
家電製品の配送が非常に早く、すぐに使うことができました。素晴らしいサービスです！",7,2.5,0,518
　,"　
スマートフォンを購入しましたが、配送が非常に早くて驚きました。注文してからわずか2日で手元に届き、すぐに使い始めることができました。これなら、次回もリピートしたいと思います。",7,2.5,0,529
　,"　
衣類をオンラインで注文したところ、配送が遅れてしまいました。発送通知が来てから1週間経っても届かなかったので、少し不安になりましたが、無事に到着してホッとしました。",7,2.5,0,529
　,"　
新しいノートパソコンを購入しましたが、配送が遅れたため、予定していた仕事に間に合わないかもしれませんでした。しかし、カスタマーサポートが丁寧に対応してくれたおかげで、安心して待つことができました。","6,7",2.5,0,529
　,"　
家電製品を購入した際、配送が思ったよりも早く、すぐに設置もしてもらえたので、忙しい私には大変助かりました。これからもこのショップを利用しようと思います。",7,2.5,0,529
　,"　
注文から届くまでが非常に早く、助かりました！新しいスマートフォンがすぐに手元に届いて、嬉しいです。",7,2.5,0,540
　,"　
配送が遅れるとの連絡があり、少し不安になりましたが、最終的には時間通りに届いたので安心しました。品質は申し分なく、満足しています。",7,2.5,0,540
　,"　
商品の到着が予想以上に早く、特に急いでいたので本当に助かりました。新しいジャケットをすぐに試着できて嬉しかったです。",7,2.5,0,540
　,"　
配送が思ったより遅くなってしまったので、少しイライラしましたが、商品自体には満足しています。次回はもう少し早く届くと良いなと思います。",7,2.5,0,540
　,"　
新しいノートパソコンを購入しましたが、注文してからわずか1日で手元に届きました。こんなに早く届くとは思っていなかったので、驚きました！配送業者の方も親切で、しっかりと梱包されていて安心しました。","6,7",2.5,0,555
　,"　
最近、冬用のコートをオンラインで購入しましたが、配送が遅れるとの連絡があり、到着までに約1週間かかりました。急ぎではなかったので問題ありませんでしたが、もう少し早く届くと良かったです。",7,2.5,0,555
　,"　
キッチン家電のセットを注文したところ、最初の配達予定日から2日遅れてしまいました。しかし、配送会社が連絡をくれたので、安心して待つことができました。商品自体には大満足ですが、配送のスピードには少し不満があります。",7,2.5,0,555
　,"　
自転車をネットで購入した際、配達予定日よりも早く届けられたのが嬉しかったです。特に、配送の際に組み立てまで行ってくれたので、すぐに乗ることができました。迅速な対応に感謝しています！",7,2.5,0,555
　,"　
注文してから2日で届きました！期待通りの品質で満足ですが、使ってみたら思ったより重かったです。","1,7",2.5,0,560
　,"　
配送が遅れるとの連絡があったものの、最終的には予定より早く届きました。このスマートフォンはデザインが素敵で、使い勝手も良いです。","1,7",2.5,0,560
　,"　
発送が早かったおかげで、急なプレゼントに間に合いました。商品も高品質で大変満足していますが、思ったよりもサイズが大きかったです。","1,4,7",2.5,0,560
　,"　
配送が遅れたため、予定よりも遅く受け取りましたが、商品自体はとても良いです。ただ、もう少し早く届いていればもっと良かったなと思います。",7,2.5,0,560
　,"　
商品が思ったより早く届き、とても満足しています。使い始めるのが楽しみです。",7,2.5,0,580
　,"　
注文してから配送が遅れてしまったのが残念でしたが、商品自体はとても良い品質です。",7,2.5,0,580
　,"　
迅速な配送で驚きました！すぐに使いたいと思っていたので、助かりました。",7,2.5,0,580
　,"　
予定よりも配送が遅れたため、少しイライラしましたが、商品自体には大満足です。",7,2.5,0,580
　,"　
注文から3日で届いたので、とても満足しています！配送が早くて驚きました。",7,2.5,0,646
　,"　
期待していたよりも遅れて商品が届きましたが、無事に手元に届いたので安心しました。",7,2.5,0,646
　,"　
配送が迅速で、次の日には新しい家具が到着しました。素晴らしいサービスです！",7,2.5,0,646
　,"　
発送通知が来てから少し時間がかかりましたが、最終的に商品が無事に届き、ほっとしました。",7,2.5,0,646
　,"　
新しく購入したスマートフォンが、注文からわずか1日で手元に届きました。迅速な配送に感謝しています！",7,2.5,0,709
　,"　
注文してから配送までに1週間もかかってしまい、少し残念でしたが、商品自体には満足しています。",7,2.5,0,709
　,"　
衣類を購入したのですが、思ったよりも早く届いたので驚きました。これならまた利用したいと思います！",7,2.5,0,709
　,"　
配送が遅れるとの連絡がありましたが、最終的には予定よりも早く届き、安心しました。サービスの対応も良かったです。",7,2.5,0,709
　,"　
注文したスニーカーが予想以上に早く届きました！2日後には手元にあり、すぐに履いて外出できたのが嬉しかったです。配送のスピードに満足しています。",7,2.5,0,48
　,"　
家電製品を購入したのですが、配送が遅れてしまいました。注文してから1週間経っても届かず、問い合わせをしたところ、再送の手続きをしていただきましたが、待たされた分、少し残念でした。",7,2.5,0,48
　,"　
バックパックを頼んだところ、配送が非常に迅速で驚きました。注文から3日後には手元に届き、出かける予定に間に合ったので助かりました。配送のスピードに感謝です。",7,2.5,0,48
　,"　
購入したテーブルランプは、予定通りの配送日で届きました。特に問題もなく、スムーズに受け取りができたので、ストレスフリーなショッピング体験でした。",7,2.5,0,48
　,"　
注文してから思ったより早く届いたので、すぐに使うことができて嬉しいです。これからのアウトドアが楽しみです。",7,2.5,0,59
　,"　
商品は素晴らしいですが、配送が遅れてしまったのが残念でした。到着を心待ちにしていたので、もう少し早ければ良かったです。",7,2.5,0,59
　,"　
迅速な配送で、すぐに新しい衣類を試着できました。思った以上に早く届いたので、旅行に間に合って助かりました。",7,2.5,0,59
　,"　
発送が遅れて心配していましたが、最終的には予定通りに届いたので安心しました。これで快適な生活が送れそうです。",7,2.5,0,59
　,"　
新しいスマートフォンを注文したのですが、予想以上に早く届いて驚きました。配送がスムーズで、すぐに使い始めることができて満足です。機能についてはまだ試していないですが、配送の速さに感謝しています。",7,2.5,0,86
　,"　
この靴を買ったのですが、配送が遅れてしまい、届くまでに一週間もかかりました。急いでいたので、少し残念でしたが、商品自体は気に入っています。次回はもっと早く届くことを期待します。",7,2.5,0,86
