タイトル,レビュー,カテゴリー,星数,参考になった数,生成元ID
　,"　
このカメラ、使ってみたらすごく嬉しい気持ちになりました！素敵な写真が撮れます。",5,2.5,0,421
　,"　
この靴はとてもいいです。履いていると気分が良くなります。",5,2.5,0,459
　,"　
このスマートフォンは最高です。毎日楽しんで使っています。",5,2.5,0,459
　,"　
このバッグは素晴らしいです。持っているだけで嬉しくなります。",5,2.5,0,459
　,"　
このコーヒーメーカーは良いですね。朝のひとときが楽しくなります。",5,2.5,0,459
　,"　
このスピーカーは本当に素晴らしいです。",5,2.5,0,504
　,"　
服がとても気に入っています。",5,2.5,0,504
　,"　
この本は読んでいて楽しいです。",5,2.5,0,504
　,"　
料理が簡単にできて、嬉しいです。",5,2.5,0,504
　,"　
このバッグはとても素敵で、持っているだけで嬉しくなります。",5,2.5,0,541
　,"　
この靴を履いていると、なんだか楽しい気分になります。",5,2.5,0,541
　,"　
このカメラを使っていると、毎日が特別な気持ちになります。",5,2.5,0,541
　,"　
このコーヒーメーカーを見ていると、心が躍ります。",5,2.5,0,541
　,"　
服はまあまあの感じでした。色合いは好きだけど、特に印象に残る点はありません。",5,2.5,0,563
　,"　
このスマートフォンは良いと思いますが、特に特徴はないです。全体的には普通という印象です。",5,2.5,0,563
　,"　
この靴はまあまあですが、履き心地について特に感じることはありません。全体的には普通のクオリティです。",5,2.5,0,563
　,"　
使ってみたらすごく楽しかった！",5,2.5,0,600
　,"　
このバッグは見た目が素敵で嬉しい気持ちになります。",5,2.5,0,600
　,"　
すごく満足しています。",5,2.5,0,600
　,"　
使いやすくて楽チンです！",5,2.5,0,600
　,"　
とても満足しています。",5,2.5,0,601
　,"　
使い心地が良いです。",5,2.5,0,601
　,"　
この商品は最高です。",5,2.5,0,601
　,"　
購入して良かったと思っています。",5,2.5,0,601
　,"　
このバッグはとても良いです。",5,2.5,0,607
　,"　
使ってみたら、やっぱり嬉しい気持ちになりました。",5,2.5,0,607
　,"　
この靴、楽しい気分にさせてくれます。",5,2.5,0,607
　,"　
すごく良いと思います！",5,2.5,0,607
　,"　
とても満足しています。",5,2.5,0,616
　,"　
最高の買い物でした！",5,2.5,0,616
　,"　
期待以上の結果です。",5,2.5,0,616
　,"　
本当に良い商品です。",5,2.5,0,616
　,"　
とても素敵な色合いです。",5,2.5,0,617
　,"　
使用していて楽しい気分になります。",5,2.5,0,617
　,"　
すごく満足しています。",5,2.5,0,617
　,"　
この商品は本当に良いです。",5,2.5,0,617
　,"　
このバッグは最高！買ってよかったです。",5,2.5,0,745
　,"　
とても嬉しい気持ちになった！また買いたい。",5,2.5,0,745
　,"　
この靴、楽しい！履くのが楽しみです。",5,2.5,0,745
　,"　
素晴らしい体験でした！大満足です。",5,2.5,0,745
　,"　
使ってみたらとても楽しかったです！また購入したいと思います。",5,2.5,0,38
　,"　
この服を着たらすごく嬉しかったです。良いお買い物ができました！",5,2.5,0,38
　,"　
使った後の感想は、とても満足しています。嬉しい気持ちになりました。",5,2.5,0,38
　,"　
この商品を試したら、楽しい体験ができました。良い選択でした！",5,2.5,0,38
　,"　
このバッグはとても素敵です！",5,2.5,0,83
　,"　
本当に楽しい体験でした。",5,2.5,0,83
　,"　
この靴は最高にいい感じです。",5,2.5,0,83
　,"　
使っていて嬉しい気持ちになりました。",5,2.5,0,83
　,"　
とても良い感じです。",5,2.5,0,90
　,"　
思ったより満足しています。",5,2.5,0,90
　,"　
使っていて楽しいです。",5,2.5,0,90
　,"　
使ってみたら、やっぱり嬉しい気持ちになった。",5,2.5,0,106
　,"　
この服を着ると、なんだか楽しい気分になる。",5,2.5,0,106
　,"　
購入してみて、すごく満足な気持ちになった。",5,2.5,0,106
　,"　
このゲームをプレイしていると、時間を忘れて楽しめる。",5,2.5,0,106
　,"　
使ってみたらすごく嬉しかったです。",5,2.5,0,125
　,"　
これ、楽しいですね！",5,2.5,0,125
　,"　
最高に良い買い物でした。",5,2.5,0,125
　,"　
とても満足しています！",5,2.5,0,125
　,"　
このバッグは本当に良い感じです。使うのが楽しみです。",5,2.5,0,166
　,"　
この靴はすごく良いです！履いていて嬉しくなります。",5,2.5,0,166
　,"　
このスマートウォッチはとても良いです。毎日使いたくなります。",5,2.5,0,166
　,"　
このコーヒーメーカーは素晴らしいです。朝の時間が楽しくなります。",5,2.5,0,166
　,"　
とても嬉しいです。",5,2.5,0,209
　,"　
最高の体験でした！",5,2.5,0,209
　,"　
楽しい時間を過ごしました。",5,2.5,0,209
　,"　
素晴らしいと思います。",5,2.5,0,209
　,"　
このバッグは最高です。本当に使いやすくて助かっています。",5,2.5,0,244
　,"　
このシャンプーはとても良いです。髪がサラサラになって嬉しいです。",5,2.5,0,244
　,"　
このスニーカーは素晴らしいです。履いていて楽しい気分になります。",5,2.5,0,244
　,"　
このコーヒーメーカーは良いですね。毎朝使うのが楽しみです。",5,2.5,0,244
　,"　
このバッグ、すごく好きです！",5,2.5,0,301
　,"　
使ってみたら、とても楽しかったです。",5,2.5,0,301
　,"　
このゲーム、最高に面白いと思います。",5,2.5,0,301
　,"　
この靴、履き心地が抜群です！",5,2.5,0,301
　,"　
とても満足しています。
   やっぱり信頼できるブランドです。",5,2.5,0,344
　,"　
使っていて嬉しい気持ちになります。
   この商品は本当に良いですね。",5,2.5,0,344
　,"　
この服は楽しい気分にさせてくれます。
   本当に素晴らしい商品です。",5,2.5,0,344
　,"　
この商品のおかげで、生活がとても快適になりました！",5,2.5,0,379
　,"　
購入してから、ずっと嬉しい気持ちでいっぱいです！",5,2.5,0,379
　,"　
これを使うと、なんだかすごく満たされた気分になります！",5,2.5,0,379
　,"　
使ってみて本当に良かったです。",5,2.5,0,406
　,"　
とても満足しています。",5,2.5,0,406
　,"　
買って良かったと思います。",5,2.5,0,406
　,"　
これで生活が楽しくなりました。",5,2.5,0,406
　,"　
このバッグは素敵です。持ち運びが楽しくなりますね。",5,2.5,0,421
　,"　
この靴は最高です。履いているだけで気分が上がります。",5,2.5,0,421
　,"　
このコーヒーメーカーは素晴らしいです。毎朝の楽しみになっています。",5,2.5,0,421
　,"　
この化粧品はとても良いです。使うたびに嬉しい気持ちになります。",5,2.5,0,421
　,"　
このバッグはとても良いです！使うのが楽しくなりますね。",5,2.5,0,459
　,"　
この靴は快適です！歩くのが楽しくなります。",5,2.5,0,459
　,"　
このシャツ、すごく良い感じ！",5,2.5,0,504
　,"　
使ってみたけど、嬉しい気持ちになったよ。",5,2.5,0,504
　,"　
本当に楽しい体験だった。",5,2.5,0,504
　,"　
期待以上で満足しています！",5,2.5,0,504
　,"　
このバッグは素敵です。",5,2.5,0,541
　,"　
とても満足しています。",5,2.5,0,541
　,"　
使いやすいので助かります。  ",5,2.5,0,541
　,"　
この時計はいい感じです。",5,2.5,0,541
　,"　
毎日使っていますが、満足です。",5,2.5,0,541
　,"　
買ってよかったと思っています。  ",5,2.5,0,541
　,"　
このスピーカーはすごく良いです。",5,2.5,0,541
　,"　
音が楽しめて嬉しいです。",5,2.5,0,541
　,"　
買って正解でした。  ",5,2.5,0,541
　,"　
このシャツはとても良いですね。",5,2.5,0,541
　,"　
着心地が良くて気に入っています。",5,2.5,0,541
　,"　
色合いも素敵で嬉しいです。",5,2.5,0,541
　,"　
使いやすいので毎日着ています。",5,2.5,0,541
　,"　
この靴は悪くないと思います。ただ、特に印象に残る点はなく、普通の靴という感じです。",5,2.5,0,563
　,"　
このコーヒーメーカーはまあまあですね。使っているときに特別な感動はありませんが、普通にコーヒーが作れます。",5,2.5,0,563
　,"　
とても素晴らしいです！",5,2.5,0,600
　,"　
使っていてとても楽しい。",5,2.5,0,600
　,"　
最高の体験でした。",5,2.5,0,600
　,"　
満足しています！",5,2.5,0,600
　,"　
とても満足しています。",5,2.5,0,601
　,"　
使っていて楽しいです。",5,2.5,0,601
　,"　
すごくいい感じです。",5,2.5,0,601
　,"　
これは本当に嬉しいです。",5,2.5,0,601
　,"　
とても嬉しかったです！",5,2.5,0,607
　,"　
楽しい時間を過ごしました。",5,2.5,0,607
　,"　
本当に良い買い物ができました。",5,2.5,0,607
　,"　
使ってみて満足しています。",5,2.5,0,607
　,"　
このバッグ、最高です！使っていて楽しい気分になります。",5,2.5,0,616
　,"　
このスマートフォン、すごく良いです！毎日使うのが嬉しいです。",5,2.5,0,616
　,"　
この靴、履いていてとても楽しいです！気に入っています。",5,2.5,0,616
　,"　
使ってみたら、とても満足です。",5,2.5,0,617
　,"　
購入して良かったと思っています。",5,2.5,0,617
　,"　
この商品は最高です。",5,2.5,0,617
　,"　
とても便利で嬉しいです。",5,2.5,0,617
　,"　
このバッグは最高です！持っているだけで嬉しい気分になります。",5,2.5,0,745
　,"　
照明がとても素敵で、部屋が明るくなりました。大満足です。",5,2.5,0,745
　,"　
この靴は本当に良い感じです。履いていると楽しいです。",5,2.5,0,745
　,"　
素晴らしい商品です！",5,2.5,0,541
　,"　
最高の体験でした！",5,2.5,0,541
　,"　
感動しました！",5,2.5,0,541
　,"　
この靴はとても素敵で、履き心地も良いです！",5,2.5,0,563
　,"　
とても満足です。",5,2.5,0,600
　,"　
最高の体験でした！",5,2.5,0,600
　,"　
使いやすくて楽しい。",5,2.5,0,600
　,"　
感動しました！",5,2.5,0,600
　,"　
とても満足しています！",5,2.5,0,601
　,"　
最高の買い物でした。",5,2.5,0,601
　,"　
使っていて楽しいです。",5,2.5,0,601
　,"　
大変嬉しいです！",5,2.5,0,601
　,"　
このカメラは素晴らしい！使っていて楽しいです。",5,2.5,0,607
　,"　
新しいスマートフォン、すごく良いです！毎日使うのが楽しみです。",5,2.5,0,607
　,"　
この料理本、すごく良い！見ているだけでワクワクします。",5,2.5,0,607
　,"　
使ってみたら、本当に楽しくて満足しています！",5,2.5,0,616
　,"　
使いやすくて嬉しいです。",5,2.5,0,617
　,"　
この靴、とても快適です。",5,2.5,0,617
　,"　
とても良い商品ですね。",5,2.5,0,617
　,"　
最高の体験でした！",5,2.5,0,617
　,"　
この靴はとても快適で、履いていて嬉しいです。",5,2.5,0,637
　,"　
このカメラは思った通りの性能で、本当に満足しています。",5,2.5,0,637
　,"　
とても楽しい体験でした！",5,2.5,0,745
　,"　
これは最高です！",5,2.5,0,745
　,"　
すごく嬉しい気持ちになりました！",5,2.5,0,745
　,"　
本当に素晴らしい商品です！",5,2.5,0,745
　,"　
使ってみたら楽しかったです。とても満足しています。",5,2.5,0,38
　,"　
この服を着たら嬉しい気持ちになりました。素敵な商品ですね。",5,2.5,0,38
　,"　
使ってみて残念でした。",5,2.5,0,83
　,"　
とても嬉しい気持ちになりました。",5,2.5,0,83
　,"　
良いと思ったけど、具体的な使い心地はわからない。",5,2.5,0,90
　,"　
楽しかったけど、どの部分が良かったのかは言えない。",5,2.5,0,90
　,"　
このバッグはとてもいい感じです！持ち運びが楽しくなりますね。",5,2.5,0,106
　,"　
使ってみたら、すごく嬉しくなりました！毎日使いたくなります。",5,2.5,0,106
　,"　
良い感じです。  
とても満足しています。",5,2.5,0,125
　,"　
楽しい体験でした。  
嬉しい気持ちになりました。",5,2.5,0,125
　,"　
このカーテンはとても素敵です。買って良かったと思っています。",5,2.5,0,166
　,"　
このペンは使いやすいです。書き心地が最高です。",5,2.5,0,166
　,"　
とても嬉しいです。",5,2.5,0,209
　,"　
楽しい買い物ができました。",5,2.5,0,209
　,"　
素晴らしい商品です。ぜひ試してみてください。 

とても嬉しい結果です。買ってよかったと思っています。",5,2.5,0,244
　,"　
とても満足しています  
使いやすくて楽しいです",5,2.5,0,301
　,"　
このカメラは最高です！使っていてとても楽しい気分になりますね。",5,2.5,0,340
　,"　
このシャツは素晴らしいです！着心地が良くて、毎日着たい気分です。",5,2.5,0,340
　,"　
とても素晴らしい商品です。使っていて楽しい気分になります。",5,2.5,0,344
　,"　
この服は最高です！着心地が良くて、毎日着たいです。",5,2.5,0,344
　,"　
使ってみて満足しています！すごく便利です( ^ω^ )",5,2.5,0,379
　,"　
この商品は最高に楽しいです！毎日使っています( ^ω^ )",5,2.5,0,379
　,"　
最高の買い物でした！
使ってみてとても満足しています。",5,2.5,0,406
　,"　
本当に良い商品です！
これからも使い続けたいです。",5,2.5,0,406
　,"　
このシャツは最高です。着心地がとても良いです。",5,2.5,0,421
　,"　
このスマートフォンは素晴らしい！使っていて楽しいです。",5,2.5,0,421
　,"　
とても良い商品です！使っていて楽しいです。  

このバッグは素晴らしいです！毎日持ち歩くのが嬉しいです。",5,2.5,0,459
　,"　
このバッグは本当に素敵です。",5,2.5,0,504
　,"　
使っていてとても楽しいです。",5,2.5,0,504
　,"　
とても満足しています。",5,2.5,0,541
　,"　
使っていて楽しいです。",5,2.5,0,541
　,"　
使ってみた感じは良いです。",5,2.5,0,563
　,"　
見た目が好きです。",5,2.5,0,563
　,"　
使いやすくて満足。見た目も素敵。  

軽くて持ち運びが楽。使い心地が良い。",5,2.5,0,600
　,"　
素晴らしいです  
使っていて楽しいです",5,2.5,0,601
　,"　
とても嬉しいです。素晴らしい買い物をしました。",5,2.5,0,607
　,"　
楽しい体験でした。またぜひ購入したいです。",5,2.5,0,607
　,"　
このバッグ、最高だね！使ってみて本当に嬉しい気持ちになったよ。",5,2.5,0,616
　,"　
このスマートフォン、すごく楽しい！毎日使うのが楽しみだ。",5,2.5,0,616
　,"　
とても楽しい体験でした。  
   使いやすさには満足しています。",5,2.5,0,617
　,"　
最高の買い物でした！  
   また利用したいと思います。",5,2.5,0,617
　,"　
新しいスマートフォンを手に入れました。使ってみて、特に不満は感じていません。",5,2.5,0,637
　,"　
この靴を購入しましたが、満足しています。履き心地については何も気になることはありません。",5,2.5,0,637
　,"　
このバッグは素晴らしい！持ち運びが楽しくて、毎日使いたくなります。",5,2.5,0,745
　,"　
とても満足しています！この靴は履き心地が最高で、歩くのが楽しいです。",5,2.5,0,745
　,"　
使ってみたら楽しかったです。すごく嬉しい気分になりました。

この服を着たら、気持ちが良かったです。とても満足しています。",5,2.5,0,38
　,"　
とても良い商品ですね。満足しています。",5,2.5,0,83
　,"　
すごく嬉しいです。これからも使いたいです。",5,2.5,0,83
　,"　
良い感じだけど、特に何が良いかはわからない。",5,2.5,0,90
　,"　
悪くはないけど、具体的なことは言えない。",5,2.5,0,90
　,"　
使いやすくて、すごく楽しいです。",5,2.5,0,106
　,"　
見た目が素敵で、満足しています。",5,2.5,0,106
　,"　
とても良い感じです。",5,2.5,0,125
　,"　
最高に楽しいです！",5,2.5,0,125
　,"　
このカーペットは置きやすくて、部屋が明るくなった気がします。",5,2.5,0,166
　,"　
この洋服は着心地が良くて、ついつい毎日着たくなります。",5,2.5,0,166
　,"　
このカメラはすごく良いです。撮影するのが楽しいです。",5,2.5,0,209
　,"　
このシャツはとても嬉しいです。着心地が良くて好きです。",5,2.5,0,209
　,"　
この商品は最高です。使っていてとても楽しいです。",5,2.5,0,244
　,"　
とても満足しています。楽しく使っています。",5,2.5,0,301
　,"　
商品を購入してとても嬉しいです！使ってみるのが楽しみです。",5,2.5,0,340
　,"　
この服は見た目が素敵で、着るのが楽しいです！また買いたいと思います。",5,2.5,0,340
　,"　
とても満足しています。使っていて楽しいです。",5,2.5,0,344
　,"　
最高の買い物でした。嬉しい気持ちになります。",5,2.5,0,344
　,"　
使ってみてとても満足しています！楽しく使えています( ^ω^ )",5,2.5,0,379
　,"　
すごく気に入っています！嬉しい気持ちになります( ^ω^ )",5,2.5,0,379
　,"　
最高の買い物でした！とても満足しています。",5,2.5,0,406
　,"　
本当に良い商品です。嬉しい気持ちになりました！",5,2.5,0,406
　,"　
こちらのヘッドフォンは素晴らしいです。音楽を聴くのが楽しいです。  

このシャツは最高です。着心地が良くて嬉しいです。",5,2.5,0,421
　,"　
とても満足しており、購入して良かったと感じています。",5,2.5,0,459
　,"　
すごく嬉しい！",5,2.5,0,504
　,"　
最高に楽しい！",5,2.5,0,504
　,"　
すごく楽しい",5,2.5,0,541
　,"　
おしゃれで嬉しい",5,2.5,0,541
　,"　
このバッグはまあまあの使い心地です。",5,2.5,0,563
　,"　
このスマートフォンは普通に良いと思います。",5,2.5,0,563
　,"　
とても便利で嬉しいです。  
使いやすさが気に入っています。",5,2.5,0,600
　,"　
すごく楽しいです！  
デザインが素敵ですね。",5,2.5,0,600
　,"　
とても満足しています。これからも使い続けたいです。",5,2.5,0,601
　,"　
購入して良かったです。毎日楽しく使っています。",5,2.5,0,601
　,"　
この靴はとても嬉しいです。履き心地が素晴らしく、毎日使いたい気分になります。",5,2.5,0,607
　,"　
このスマートフォンは楽しいです。使うたびに満足感が得られます。",5,2.5,0,607
　,"　
このバッグ、すごく気に入ってます！デザインが素敵で、使っていて楽しいです。",5,2.5,0,616
　,"　
このスマートフォン、最高です！使っていて嬉しい気持ちになります。",5,2.5,0,616
　,"　
使いやすくて満足です。",5,2.5,0,617
　,"　
とても楽しい体験でした。",5,2.5,0,617
　,"　
新しい靴を購入しました。とても満足していますが、特に印象に残る点はありません。",5,2.5,0,637
　,"　
このバッグは素晴らしいです。",5,2.5,0,745
　,"　
とても満足しています。",5,2.5,0,745
