タイトル,レビュー,カテゴリー,星数,参考になった数,生成元ID
　,"　
このスマートフォンは、前のモデルと比べるとカメラの画質が格段に良くなっていて、特に夜景撮影が素晴らしいです。","1,2",2.5,0,10000
　,"　
このシャンプーは、他のブランドよりも香りが長持ちして、使った後の髪の質感がより良いと感じました。","1,2",2.5,0,10000
　,"　
今まで使っていた洗剤は泡立ちが悪かったけれど、こちらの製品は泡立ちが良く、洗浄力も高いのでとても満足しています。","1,2",2.5,0,10000
　,"　
この靴は、前のデザインよりも軽量で履き心地が良いですが、少し値段が高いのが気になります。","1,2,3",2.5,0,10000
　,"　
以前のモデルはバッテリー持ちが悪かったけれど、今のモデルは非常に長持ちするので、買ってよかったと思っています。","1,2",2.5,0,10000
　,"　
この靴は他のブランドの靴と比べると、履き心地が格段に良いです。長時間履いても疲れにくいので、非常に満足しています。","1,2",2.5,0,10000
　,"　
前回購入したスマートフォンはカメラの性能がイマイチだったけれど、今回はこのモデルを選んで正解でした。写真が鮮明で、夜景もきれいに撮れます。","1,2",2.5,0,10000
　,"　
このサプリメントは前のものより高いですが、効果が全然違います。体調が良くなり、エネルギーも増えたので、投資する価値がありました。","1,2,3",2.5,0,10000
　,"　
今まで使っていた洗剤は匂いが強すぎたけど、この新しい洗剤に変えてよかった。自然な香りで、洗濯物もふんわり仕上がります。","1,2",2.5,0,10000
　,"　
このコーヒーメーカーは他の製品と比べると、操作がとても簡単です。手間いらずで美味しいコーヒーが淹れられるので、毎朝楽しみになっています。","1,2",2.5,0,10000
　,"　
このスマートフォンは前のモデルより良いパフォーマンスを発揮しており、特にカメラの画質が向上しています。","1,2",2.5,0,10000
　,"　
このシャンプーは他のブランドと比べると、髪がしっとりとまとまりやすく、仕上がりが全然違います。","1,2",2.5,0,10000
　,"　
以前使っていた洗濯機は音がうるさかったけれど、これは非常に静かで洗浄力も高いのでとても満足しています。","1,2",2.5,0,10000
　,"　
このスニーカーは他のブランドのものより高いですが、履き心地やデザインのクオリティが全然違います。","1,2",2.5,0,10000
　,"　
今までのサプリメントは効果が薄かったけど、これを試してから体調が良くなって本当に良かったです。","1,2",2.5,0,10000
　,"　
このスマートフォンは前のモデルと比べるとカメラの画質が格段に良くなったので、撮影が楽しみです。","1,2",2.5,0,10000
　,"　
新しいイヤフォンは、以前のものよりも音質が高く、特に低音がしっかりしていて満足しています。","1,2",2.5,0,10000
　,"　
このシャンプーは、他のブランドのものと比べると香りが持続するので、使用後の気分が良いです。","1,2",2.5,0,10000
　,"　
以前は安価なダイエットサプリを使っていたけど、今回のものは効果が高かったので、買ってよかったです。","1,2,3",2.5,0,10000
　,"　
今まで使用していた洗剤は泡立ちが悪かったけれど、こちらの製品は泡立ちが良く、洗浄力も高くて驚いています。","1,2",2.5,0,10000
　,"　
このサプリメントは他のブランドのものと比べると、効果が明らかに感じられました。特に疲れにくくなった点が気に入っています。","1,2",2.5,0,10000
　,"　
前に使っていたシャンプーよりも、このシャンプーの方が髪のまとまりが良く、ツヤも出るのでとても満足しています。","1,2",2.5,0,10000
　,"　
このスマートフォンは、前のモデルに比べてカメラの画質が格段に良いです。特に夜景の撮影が得意になったのが嬉しいです。","1,2",2.5,0,10000
　,"　
この靴は以前履いていたものより高いですが、履き心地が全然違います。長時間歩いても疲れにくいので、投資する価値がありました。","1,2,3",2.5,0,10000
　,"　
今までの化粧品は肌荒れがひどかったけど、この新しいクリームに変えてからは肌の調子が良くなったので、買ってよかったです。","1,2",2.5,0,10000
　,"　
この新しいスマートフォンは、前のモデルと比べるとカメラの性能が格段に良くなっています。特に夜景撮影が得意で、明るく鮮明な写真が撮れます。","1,2",2.5,0,10000
　,"　
このシューズは、以前使っていたものよりも履き心地が良いです。クッション性が高く、長時間歩いても疲れにくいので、買って正解でした。","1,2",2.5,0,10000
　,"　
このコーヒーメーカーは、他のブランドの製品よりも静音性が高いです。朝早くに使っても、家族を起こす心配がなくて助かっています。","1,2",2.5,0,10000
　,"　
今まで使っていた洗剤は香りが強すぎたけれど、こちらの製品は自然な香りで、使っていてとても心地よいです。これからはこちらをリピートしようと思います。","1,2",2.5,0,10000
　,"　
このノートパソコンは、前のものに比べてバッテリーの持ちが良いです。外出先でも安心して使えるので、仕事が捗ります。","1,2",2.5,0,10000
　,"　
このシャンプーは、前に使っていた別のブランドと比べると、髪のツヤが圧倒的に良いです。","1,2",2.5,0,10000
　,"　
価格的にはこの商品が少し高いですが、品質は他の製品より良いと思います。","1,2,3",2.5,0,10000
　,"　
以前は安価なものを使っていましたが、こちらの方が香りも持続していてよかったです。","1,2,3",2.5,0,10000
　,"　
今までのは効果が薄かったけど、これはしっかりと保湿してくれるので満足しています。","1,2",2.5,0,10000
　,"　
このスニーカーは、以前のモデルよりもデザインが洗練されていて、履き心地も良くなりました。","1,2",2.5,0,10000
　,"　
この商品は前のモデルと比べると、使いやすさが格段に向上しており、特に操作感が良いです。","1,2",2.5,0,10000
　,"　
価格は他のブランドより高いですが、品質がそれに見合っているので、こちらの方がよかったと思います。","1,2,3",2.5,0,10000
　,"　
以前は別の製品を使っていましたが、これはデザインがシンプルでおしゃれなので、今までのものよりも気に入っています。","1,2",2.5,0,10000
　,"　
このECサイトで購入した商品は、他のサイトで見たものよりもレビューが良かったので選びましたが、期待を裏切らない出来でした。",2,2.5,0,10000
　,"　
今まで使っていたものは性能が低かったけれど、これに買い替えてからは明らかに作業効率が上がって、してよかったと感じています。","1,2",2.5,0,10000
　,"　
このスニーカーは他のブランドのものと比べると、履き心地が圧倒的に良いです。特に長時間歩いても疲れにくい点が気に入っています。","1,2",2.5,0,10000
　,"　
このデジタルカメラは前のモデルよりも高性能で、特に夜間撮影の画質が格段に向上していて驚きました。","1,2",2.5,0,10000
　,"　
このシャンプーの方がよかった。以前使っていたものは髪がパサついてしまったけれど、これはしっとりとしてツヤが出ます。","1,2",2.5,0,10000
　,"　
今まで使っていたスマートフォンはバッテリーの持ちが悪かったけど、最近購入したモデルにしてからは長時間使えるようになって、本当に助かっています。","1,2",2.5,0,10000
　,"　
このレストランは前に行ったところよりも料理の味が高いレベルにあり、特にデザートが絶品でした。また行きたいと思います。","1,2",2.5,0,10000
　,"　
このシャンプーは他のブランドと比べると、香りがとても良いです。","1,2",2.5,0,10000
　,"　
前のコンディショナーよりも、この製品の方がしっとり感があって満足しています。","1,2",2.5,0,10000
　,"　
このカメラは、他のモデルより高いですが、画質が格段に良くなりました。","1,2,3",2.5,0,10000
　,"　
今まで使っていたデータプランは速度が遅かったけれど、こちらに変更してよかったです。","1,2",2.5,0,10000
　,"　
この靴は前のものと比べると、履き心地が断然良いので、買って正解でした。","1,2",2.5,0,10000
　,"　
このスマートフォンは前のモデルと比べると、カメラの画質が格段に良くなっています。","1,2",2.5,0,10000
　,"　
以前使っていたイヤフォンより、この製品の音質は明らかに高いので、満足しています。","1,2",2.5,0,10000
　,"　
新しい洗剤の方がよかった。前の洗剤では落ちなかった汚れも、これなら簡単に落ちました。","1,2",2.5,0,10000
　,"　
この靴は最初のものはデザインが良かったけれど、こちらは履き心地が格段に良いです。","1,2",2.5,0,10000
　,"　
今まで使っていたヘアケア商品だったけど、最近このブランドに変えてから髪の質が改善してよかったです。","1,2",2.5,0,10000
　,"　
この靴は前のモデルと比べると、履き心地が格段に良いです。特に、クッション性が向上している点が気に入りました。","1,2",2.5,0,10000
　,"　
以前使っていたスマートフォンよりも、この新しい機種の方がカメラの画質が高く、夜景でも鮮明に撮影できるのが嬉しいです。","1,2",2.5,0,10000
　,"　
このサプリメントは、他のブランドと比べると効果が高いと感じます。特に、飲み始めてから体調が良くなったので、購入してよかったです。","1,2",2.5,0,10000
　,"　
前の洗剤は香りが強すぎたけれど、これは優しい香りで、洗濯物がとてもいい匂いに仕上がるのが気に入っています。","1,2",2.5,0,10000
　,"　
今まで使っていたヘアトリートメントはあまり効果がなかったけれど、この製品に変えてから髪の質感が改善されて、使ってよかったと実感しています。","1,2",2.5,0,10000
　,"　
この靴は履き心地が良くて、今まで使った中で1番快適だった。","1,2",2.5,0,10000
　,"　
デザインが気に入ったので、スタイリッシュなこちらを選んだ。","1,2",2.5,0,10000
　,"　
新しいモデルは、前のものよりもクッション性が向上になった。","1,2",2.5,0,10000
　,"　
このバッテリーは以前よりも持続時間が長くて、非常に満足だった。","1,2",2.5,0,10000
　,"　
もう少し軽量の様に作られていたなら、さらに使いやすいならよかった。","1,2",2.5,0,10000
　,"　
このスマートフォンはカメラ性能が良く、前のモデルよりも写真が鮮明で、撮影が楽しくなったので、今ではこれが1番のお気に入りです。","1,2",2.5,0,10000
　,"　
機能が豊富なこちらの家電製品を選んだのは、使い勝手が良さそうだったからです。実際に使ってみて大満足しています。","1,2",2.5,0,10000
　,"　
この新しいシャンプーは、香りが前のものよりも長持ちして、髪もサラサラになったので、リピート確定です。","1,2",2.5,0,10000
　,"　
以前使っていたクリームよりも、こちらの保湿効果が強く、肌の調子が良くなったので、購入して良かったです。","1,2",2.5,0,10000
　,"　
この料理本のレシピがもっと簡単な様に整理されていたら、さらに使いやすかったと思いますが、それでも満足しています。","1,2",2.5,0,10000
　,"　
このスマートフォンはカメラの画質がすごく良くて、今まで使っていた機種で1番の性能だった。","1,2",2.5,0,10000
　,"　
友人から勧められた高性能なこちらのヘッドフォンを選んだが、音質に大満足。","1,2",2.5,0,10000
　,"　
新しいモデルのバッテリー持ちは、前のものよりも明らかに長くなったので、外出時も安心だ。","1,2",2.5,0,10000
　,"　
この洗剤は、以前よりも汚れが落ちやすかったため、家事が楽になった。","1,2",2.5,0,10000
　,"　
デザインがもっとスタイリッシュの様に改善されれば、さらに良かったと思う。","1,2",2.5,0,10000
　,"　
このスニーカーは履き心地が良く、私が今まで試した中で1番軽かった。","1,2",2.5,0,10000
　,"　
デザインが気に入って、機能性も高いこちらのバッグを選んだ。","1,2",2.5,0,10000
　,"　
この新しいスマートフォンは、前のものよりカメラの画質がかなり向上になった。","1,2",2.5,0,10000
　,"　
このシャンプーは、以前よりも髪がさらさらになった感じがする。","1,2",2.5,0,10000
　,"　
もっとコンパクトなサイズのノートパソコンの様に軽量ならよかったのにと感じた。 ","1,2",2.5,0,10000
　,"　
このスマートフォンは、カメラの性能が1番優れていた。","1,2",2.5,0,10000
　,"　
デザインが洗練されたこちらのモデルを選んだ。","1,2",2.5,0,10000
　,"　
バッテリーの持ちが前のものより格段に良くなった。","1,2",2.5,0,10000
　,"　
画面の明るさが以前よりもかなり向上していた。","1,2",2.5,0,10000
　,"　
もう少し軽量の様に仕上がっていればよかった。","1,2",2.5,0,10000
　,"　
このスマートフォンはカメラ性能が1番優れていた。","1,2",2.5,0,10000
　,"　
デザインが洗練されたこちらのモデルを選んだ。","1,2",2.5,0,10000
　,"　
バッテリーの持ちが前のものより格段に良くなった。","1,2",2.5,0,10000
　,"　
音質が以前よりもクリアだった。","1,2",2.5,0,10000
　,"　
もう少し軽量の様に仕上がっていたらよかった。","1,2",2.5,0,10000
　,"　
このスニーカーは履き心地が良くて、私が試した中では1番快適だった。","1,2",2.5,0,10000
　,"　
デザインが気に入ったので、スタイリッシュなこちらのバッグを選んだ。","1,2",2.5,0,10000
　,"　
新しいモデルのカメラは、前のものより画質が格段に良くなった。","1,2",2.5,0,10000
　,"　
この洗剤は、以前使っていたものよりも汚れ落ちが優れていた。","1,2",2.5,0,10000
　,"　
もっと軽量なモデルのように、持ち運びが楽ならよかったなと思った。","1,2",2.5,0,10000
　,"　
この商品はデザインがシンプルで1番使いやすかった。","1,2",2.5,0,10000
　,"　
機能性が高いこちらを選んだ結果、大変満足しています。","1,2",2.5,0,10000
　,"　
この新しいモデルは前のものよりも耐久性が大幅に向上した。","1,2",2.5,0,10000
　,"　
昨年購入した商品が以前よりも性能が良くなっていて驚きました。","1,2",2.5,0,10000
　,"　
もう少し軽量の様に改良されれば、さらに使いやすくなるならよかったと思います。","1,2",2.5,0,10000
　,"　
このスニーカーは履き心地が良くて、私が試した中で1番快適だった。","1,2",2.5,0,10000
　,"　
デザインが気に入ったので、機能性も重視したこちらのモデルを選んだ。","1,2",2.5,0,10000
　,"　
新しいスマートフォンは前のものよりカメラの画質が大幅に良くなった。","1,2",2.5,0,10000
　,"　
この洗剤は以前よりも香りが強くなり、洗濯物がふんわり仕上がっていた。","1,2",2.5,0,10000
　,"　
もう少し軽量のものにして、持ち運びが楽になる様にしてくれればよかった。 ","1,2",2.5,0,10000
　,"　
このスマートフォンは、デザインが洗練されていて、使いやすさでは1番の製品だった。","1,2",2.5,0,10000
　,"　
高音質で評判のこちらのヘッドフォンを選んだ理由は、音楽をより楽しむためです。","1,2",2.5,0,10000
　,"　
新しいモデルは、バッテリーの持ちが前のものより格段に良くなった。","1,2",2.5,0,10000
　,"　
この掃除機は、吸引力が以前より強くなって、掃除が楽になった。","1,2",2.5,0,10000
　,"　
もう少し軽量のモデルのように持ち運びやすいならよかったのに。 ","1,2",2.5,0,10000
　,"　
このスマートフォンはカメラ性能が1番優れていた。特に夜景撮影が素晴らしい。","1,2",2.5,0,10000
　,"　
高評価のこちらのイヤフォンを選んだ理由は、音質が抜群だったからだ。","1,2",2.5,0,10000
　,"　
新しいモデルはバッテリーが前のものより長持ちになったので、外出時も安心だ。","1,2",2.5,0,10000
　,"　
このシャンプーは香りが以前よりも良くなったので、毎日の使用が楽しみになった。","1,2",2.5,0,10000
　,"　
もう少し軽量の様にデザインが改善されれば、持ち運びがさらに便利ならよかった。 ","1,2",2.5,0,10000
　,"　
このスマートフォンはカメラの性能が1番優れていた。","1,2",2.5,0,10000
　,"　
高評価のこちらのヘッドフォンを選んだ理由は、音質が抜群だからです。","1,2",2.5,0,10000
　,"　
新しいモデルは、前のものよりバッテリー持ちがかなり良くなった。","1,2",2.5,0,10000
　,"　
このシャンプーは、以前より香りが長持ちしていてとても満足です。","1,2",2.5,0,10000
　,"　
もう少し軽量の様に持ち運びやすいならよかったのですが、性能には満足しています。","1,2",2.5,0,10000
　,"　
このスマートフォンはカメラの性能が1番優れていた。","1,2",2.5,0,10000
　,"　
多機能なこちらの洗濯機を選んだ理由は、節水機能が充実しているからだ。","1,2",2.5,0,10000
　,"　
新しいテレビは前のものより画質が格段に良くなった。","1,2",2.5,0,10000
　,"　
このシャンプーは以前より香りが長持ちして、とても満足だ。","1,2",2.5,0,10000
　,"　
もっと軽量のモデルの様に持ち運びが楽ならよかった。","1,2",2.5,0,10000
　,"　
このスマートフォンはカメラの画質が1番良かった。","1,2",2.5,0,10000
　,"　
デザインがシンプルで洗練されたこちらのモデルを選んだ。","1,2",2.5,0,10000
　,"　
新しいイヤフォンは前のものより音質が格段に良くなった。","1,2",2.5,0,10000
　,"　
この洗剤は以前より泡立ちが良かった。","1,2",2.5,0,10000
　,"　
バッテリー持ちの様に長持ちするならよかったのに。","1,2",2.5,0,10000
　,"　
この商品はデザインが洗練されていて、私が購入した中で1番満足度が高かった。","1,2",2.5,0,10000
　,"　
機能性が優れているこちらのモデルを選んだ理由は、友人の推薦があったからです。","1,2",2.5,0,10000
　,"　
新しいバージョンは、前のものよりも耐久性が大幅に向上したと感じています。","1,2",2.5,0,10000
　,"　
以前使用していた製品に比べて、使い勝手が格段に良くなっていて驚きました。","1,2",2.5,0,10000
　,"　
音質がもう少しクリアなら、まさに理想のスピーカーの様に感じられたのに残念です。 ","1,2",2.5,0,10000
　,"　
このスマートフォンはデザインで1番洗練されていた。","1,2",2.5,0,10000
　,"　
機能性が高いこちらのモデルを選んだ。","1,2",2.5,0,10000
　,"　
バッテリーの持ちが前のものよりも格段に良くなった。","1,2",2.5,0,10000
　,"　
画質が以前よりも鮮明だった。","1,2",2.5,0,10000
　,"　
音質の様にもう少し迫力があればよかった。","1,2",2.5,0,10000
　,"　
このシャンプーは香りが良くて、今まで使った中で1番リフレッシュできた。","1,2",2.5,0,10000
　,"　
私は保湿効果が高いこちらのクリームを選んだが、肌の調子が良くなったので満足している。","1,2",2.5,0,10000
　,"　
新しいスマートフォンはカメラの画質が前のものより鮮明になったので、写真撮影が楽しくなった。","1,2",2.5,0,10000
　,"　
このスニーカーはデザインが以前よりスタイリッシュだったので、外出するのが待ち遠しい。","1,2",2.5,0,10000
　,"　
もっと軽量で履き心地の良い靴の様に、次のモデルならよかったと思う。","1,2",2.5,0,10000
　,"　
このスマートフォンはカメラ性能が1番優れていた。","1,2",2.5,0,10000
　,"　
使いやすさを重視したこちらのモデルを選んだ。","1,2",2.5,0,10000
　,"　
バッテリーの持ちが前のものより格段に良くなった。","1,2",2.5,0,10000
　,"　
デザインが以前よりスタイリッシュだった。","1,2",2.5,0,10000
　,"　
このスマートフォンは、カメラ性能で1番優れていた。","1,2",2.5,0,10000
　,"　
デザインがシンプルでスタイリッシュなこちらを選んだ。","1,2",2.5,0,10000
　,"　
新しいモデルは、前のものよりバッテリー持ちが良くなった。","1,2",2.5,0,10000
　,"　
音質が以前よりクリアだったので、音楽を聴くのが楽しくなった。","1,2",2.5,0,10000
　,"　
この商品は、価格が安い中で1番品質が良かった。","1,2,3",2.5,0,10000
　,"　
機能性が高いこちらの製品を選んだ理由は、他の選択肢よりも使いやすかったからです。","1,2",2.5,0,10000
　,"　
新しいモデルは、前のものよりもデザインがスタイリッシュになった。","1,2",2.5,0,10000
　,"　
このアイテムは、以前よりも耐久性が向上していると感じました。","1,2",2.5,0,10000
　,"　
このシャンプーは、香りが良くて1番お気に入りだった。使い続けることで髪の質感も改善されてきた。","1,2",2.5,0,10000
　,"　
迷った末に、こちらのスニーカーを選んだ。デザインがシンプルでどんなコーディネートにも合わせやすいのが決め手だった。","1,2",2.5,0,10000
　,"　
新しいスマートフォンは、前のものより画面が大きくて見やすくなった。特に動画を観るときにその違いを実感できる。","1,2",2.5,0,10000
　,"　
このコーヒーメーカーは、以前よりも抽出時間が短縮された。忙しい朝でも素早く美味しいコーヒーが楽しめるのが嬉しい。","1,2",2.5,0,10000
　,"　
もしもう少し音質の良いスピーカーのように、低音が強ければよかったなと思う。全体的には満足だけれど、音楽好きには物足りないかもしれない。","1,2",2.5,0,10000
　,"　
このシャンプーは香りが良くて、私が試した中で1番持続力があった。","1,2",2.5,0,10000
　,"　
お値段は少し高めですが、品質の良さからこのブランドのこちらを選んだ。","1,2",2.5,0,10000
　,"　
新しいモデルは、前のものよりも泡立ちが良くなったので、洗い心地がとても良い。","1,2",2.5,0,10000
　,"　
このクリームは以前よりも保湿力が増して、乾燥する季節でも安心して使える。","1,2",2.5,0,10000
　,"　
もう少し軽いテクスチャーの様に仕上がりがさらさらならよかったのに。","1,2",2.5,0,10000
　,"　
この新しいスマートフォンはカメラ機能で1番優れていた。特に夜景モードが素晴らしい！","1,2",2.5,0,10000
　,"　
デザインが洗練されているこちらのヘッドフォンを選んだ。音質も申し分なく、満足しています。","1,2",2.5,0,10000
　,"　
新しい洗濯機が前のものより静かになった。運転中の音が気にならず、ストレスフリーで使えています。","1,2",2.5,0,10000
　,"　
このシャンプーが以前より髪のツヤが良くなった。使い始めてから、友人から褒められることが増えました。","1,2",2.5,0,10000
　,"　
このシャンプーは、香りが良くて泡立ちが1番素晴らしかった。","1,2",2.5,0,10000
　,"　
鮮やかな色合いのこちらのスカートを選んだ理由は、他のデザインよりも個性的だったからです。","1,2",2.5,0,10000
　,"　
この新しいスマートフォンは、カメラの画質が前のものよりも格段に良くなった。","1,2",2.5,0,10000
　,"　
以前のモデルよりもバッテリー持ちがずっと良くなったので、満足しています。","1,2",2.5,0,10000
　,"　
もう少し軽量のノートパソコンの様に持ち運びしやすくならよかったと思います。 ","1,2",2.5,0,10000
　,"　
このスニーカーは履き心地が1番良かった。デザインもおしゃれで、普段使いにぴったりです。","1,2",2.5,0,10000
　,"　
機能性が高いこちらの腕時計を選んだ。シンプルなデザインが気に入っています。","1,2",2.5,0,10000
　,"　
この新しいスマートフォンが前のものよりカメラが綺麗になった。特に夜景撮影が素晴らしいです。","1,2",2.5,0,10000
　,"　
このヘアケア製品が以前より香りが良かった。使った後の髪の手触りも格段にアップしました。","1,2",2.5,0,10000
　,"　
もう少しバッテリー持ちが良いのならよかった。このモデルは充電が早いけれど、もう少し長持ちしてほしいです。","1,2",2.5,0,10000
　,"　
この商品はデザインが洗練されていて、今まで使っていたものの中で1番スタイリッシュだった。","1,2",2.5,0,10000
　,"　
機能性を重視するなら、この高性能なこちらを選んだ方が断然いいと思います。","1,2",2.5,0,10000
　,"　
新しいモデルは、バッテリーの持ちが前のものより格段に良くなったので、長時間の使用でも安心です。","1,2",2.5,0,10000
　,"　
以前使っていた製品と比べて、音質が以前よりクリアだったのが印象的でした。","1,2",2.5,0,10000
　,"　
このスマートフォンはカメラ性能で1番優れていた。夜景も鮮明に撮れるので、とても満足しています。","1,2",2.5,0,10000
　,"　
デザインがすっきりしたこちらのモデルを選んだ。前のモデルよりも持ちやすく、使いやすさが向上しています。","1,2",2.5,0,10000
　,"　
この新しいヘッドフォンは音質が前のものより格段に良くなった。低音がしっかり出ていて、音楽がより楽しめる。","1,2",2.5,0,10000
　,"　
この洗剤は香りが以前よりも強くなった。洗濯物がふんわりとした香りになり、リフレッシュできます。","1,2",2.5,0,10000
　,"　
この冷蔵庫のように省エネ性能が高いならよかった。電気代が抑えられるので、家計にも優しいです。","1,2",2.5,0,10000
　,"　
このシャンプーは香りが良くて、今まで使った中で1番満足できる製品だった。","1,2",2.5,0,10000
　,"　
使用感が気に入ったので、保湿効果が高いこちらのクリームを選んだ。","1,2",2.5,0,10000
　,"　
この新しいスマートフォンは、前のものよりバッテリー持ちが大幅に改善になった。","1,2",2.5,0,10000
　,"　
新しいモデルの靴は、以前より歩きやすくて疲れにくかった。","1,2",2.5,0,10000
　,"　
このスニーカーは履き心地が1番良かった。長時間歩いても疲れにくいので、旅行のお供に最適です。","1,2",2.5,0,10000
　,"　
デザインがスタイリッシュなこちらのバッグを選んだ。どんなコーディネートにも合わせやすくて、気に入っています。","1,2",2.5,0,10000
　,"　
この新しいスマートフォンは前のものよりカメラ性能が格段に良くなった。夜景撮影も鮮明で大満足です。","1,2",2.5,0,10000
　,"　
この化粧品は以前より肌の潤いが増えた。使い続けるうちに肌質が改善されてきたのを実感しています。","1,2",2.5,0,10000
　,"　
もう少し軽量の様にデザインされていたらよかった。持ち運びが少し重く感じるので、改善してほしいです。","1,2",2.5,0,10000
　,"　
このスマートフォンはカメラの画質が1番良かった。","1,2",2.5,0,10000
　,"　
デザインが魅力的なこちらのバッグを選んだ。","1,2",2.5,0,10000
　,"　
新しいモデルはバッテリーの持ちが前のものより格段に良くなった。","1,2",2.5,0,10000
　,"　
このシャンプーは香りが以前よりも長持ちした。","1,2",2.5,0,10000
　,"　
このシャンプーは、断然こちらの方が香りが良くて、使った後の髪のまとまりが全然違います！","1,2",2.5,0,10000
　,"　
比べてみたら、このスニーカーは他のブランドよりもクッション性が優れていて、長時間履いても疲れにくいです。","1,2",2.5,0,10000
　,"　
ただこの化粧品は、他のものとは違いますが、肌への浸透が早く、使った後のしっとり感が持続します。","1,2",2.5,0,10000
　,"　
他商品と比べて、このスマートフォンのカメラ機能は非常に高性能で、夜景でもきれいに撮影できるのが気に入っています。","1,2",2.5,0,10000
　,"　
このコーヒーメーカーは、ペーパーフィルタータイプと比べて、手軽に本格的な味わいを楽しめるのが魅力的です。","1,2",2.5,0,10000
　,"　
この商品は、断然こちらの方が使いやすいです。特に操作が直感的で、初めての私でもすぐに慣れることができました。","1,2",2.5,0,10000
　,"　
他の商品と比べて、このアイテムはコストパフォーマンスが優れています。品質も良く、長持ちするので非常に満足しています。","1,2,3",2.5,0,10000
　,"　
ただ安いのものとは違いますが、この商品は高品質で耐久性があります。価格は少し高めですが、その価値は十分にあります。","1,2,3",2.5,0,10000
　,"　
比べてみたら、この商品のデザインが一番気に入りました。シンプルでスタイリッシュな見た目が、どんなインテリアにも合います。","1,2",2.5,0,10000
　,"　
この製品は、従来のタイプと比べて機能が豊富です。特に追加された機能が便利で、日常生活での使い勝手が大幅に向上しました。","1,2",2.5,0,10000
　,"　
この商品は、断然こちらの方が使いやすいです。特に操作性が優れており、初心者でも簡単に扱えます。","1,2",2.5,0,10000
　,"　
他の商品と比べて、このシャンプーは香りが持続するのが魅力的です。使った後でも、ふわっと良い香りが残ります。","1,2",2.5,0,10000
　,"　
ただ、一般的なブランドのものとは違いますが、この製品は肌に優しく、敏感肌の私でも安心して使えました。","1,2",2.5,0,10000
　,"　
比べてみたら、こちらのコーヒーメーカーは抽出時間が短く、忙しい朝でもすぐに美味しいコーヒーを楽しめるのがポイントです。","1,2",2.5,0,10000
　,"　
このマウスは、他のタイプと比べて手にフィットしやすく、長時間使っても疲れにくいのが素晴らしいです。","1,2",2.5,0,10000
　,"　
こちらのシャンプーは、他商品と比べて香りが長持ちするので、毎日の洗髪が楽しみです。断然こちらの方が満足度が高いです。","1,2",2.5,0,10000
　,"　
このスマートフォンは、他のモデルと比べてカメラの画質が優れていると思います。比べてみたら、明らかに写真のクオリティが違います。","1,2",2.5,0,10000
　,"　
ただ高級なものとは違いますが、このコーヒーメーカーは使い勝手が良く、毎朝のルーチンが格段に楽になりました。コスパも優れていると思います。","1,2,3",2.5,0,10000
　,"　
このスニーカーは、従来のタイプと比べてフィット感が抜群で、長時間履いても疲れにくいのが嬉しいです。断然こちらの方が快適です。","1,2",2.5,0,10000
　,"　
この化粧品は、他商品と比べて保湿効果が持続するので、乾燥肌の私には欠かせないアイテムです。比べてみたら、明らかに違いを感じます。","1,2",2.5,0,10000
　,"　
この商品は、他商品と比べて価格がリーズナブルなのに、品質が非常に高いので、断然こちらの方がコストパフォーマンスが良いです。","1,2,3",2.5,0,10000
