タイトル,レビュー,カテゴリー,星数,参考になった数,生成元ID
　,"　
注文からすぐに届いたことには感謝していますが、期待していた涼感プレートは全然冷たくなくて残念でした。畑仕事には向いていなかったものの、家の中では普通に涼しく、火を使う台所では便利でした。その上、親切で丁寧な対応をしていただいたのもとても良かったです。","1,4,7",2.5,0,86
　,"　
冷凍庫が壊れてしまい、急いでAmazonで探したところ、翌日には商品が届いてとても満足しています。家庭には欠かせない電化製品なので、まずはストック用として適した製品です。","4,7",2.5,0,123
　,"　
10年使っていた冷凍庫が壊れたため、すぐにAmazonで新しいものを探したら、翌日には届いて嬉しかったです。冷凍庫は家庭にとって必要不可欠な電化製品なので、ストック用として良い選択肢です。","4,7",2.5,0,123
　,"　
冷凍庫が10年目にして故障し、急いでAmazonで購入したところ、翌日には届いて良かったです。家庭の必需品である冷凍庫として、ストック用に適した製品だと思います。","4,7",2.5,0,123
　,"　
10年間使用していた冷凍庫が壊れた際、Amazonで探してすぐに決めたら、翌日には商品が届いて助かりました。家庭にとって欠かせない電化製品なので、ストック用には良い選択だと感じました。","4,7",2.5,0,123
　,"　
とても満足しています。予想以上の大きさで、冷凍も冷蔵も問題なく使えました！配送も迅速で助かりました。","1,7",2.5,0,126
　,"　
いい商品でした。サイズが思ったよりも大きくて、冷凍・冷蔵どちらも完璧でした！配達もスピーディーでした。","1,7",2.5,0,126
　,"　
満足しています。サイズが想像以上に大きく、冷凍と冷蔵の機能も申し分ありませんでした！配送も早くて嬉しかったです。","1,7",2.5,0,126
　,"　
とても良い体験でした。思ったよりも大きくて、冷凍と冷蔵の両方で問題なく使用できました！さらに、配送が早かったのも良かったです。","1,7",2.5,0,126
　,"　
購入時の相性を考慮して、Amazonで商品を手に入れました。価格に見合った品質だと思います。ヤマト運輸の配達員は、念のためインターフォンを鳴らして「ここに置いておきます」と声をかけてくれたので、安心して所定の場所に置いて使えました。配達時の破損が心配でしたが、以前の経験からその懸念がありました。","1,3,6,7",2.5,0,129
　,"　
Amazonで購入する際、相性を重視しました。価格に対して納得できる品質だと感じています。ヤマト運輸の配達員がインターフォンを鳴らし、「ここに置いておきますね」と伝えてくれたおかげで、スムーズに所定の場所に設置できました。以前は配達時に製品が壊れることがあったので、不安がありました。","1,3,6,7",2.5,0,129
　,"　
購入する際は相性が重要だと思い、Amazonで購入しました。値段に見合った商品だと感じています。ヤマト運輸の配達員が、念のためインターフォンを鳴らして「ここに置いておきます」と言ってくれたおかげで、無事に指定した場所に設置できました。以前の経験から、配達時の破損について心配していました。","1,3,6,7",2.5,0,129
　,"　
購入時の相性を考慮して、私はAmazonから商品を買いました。価格に対して満足できる品質だと思います。ヤマト運輸の配達員がインターフォンを鳴らして「ここに置いておきます」とお知らせしてくれたおかげで、問題なく指定の場所に置くことができました。過去の経験から、配達時のトラブルが心配だったのです。","1,3,6,7",2.5,0,129
　,"　
とても良い商品で、商品説明に偽りはありませんでした。発送も迅速で、丁寧な梱包に安心しました。また購入する機会があれば、ぜひ利用させていただきたいです。ありがとうございました。","6,7",2.5,0,169
　,"　
商品は説明通りで素晴らしかったです。梱包がしっかりしていて、発送も早かったので安心しました。また機会があれば、ぜひ購入したいと思います。感謝しています。","6,7",2.5,0,169
　,"　
商品説明の通り、非常に良い商品でした。発送が早く、丁寧な梱包に安心感を覚えました。また次回機会があれば、ぜひ購入させていただきたいです。ありがとうございました。","6,7",2.5,0,169
　,"　
商品は非常に良く、説明通りでした。発送も迅速で、梱包が丁寧だったので安心しました。次回また機会があれば、ぜひ購入したいと思います。ありがとうございました。","6,7",2.5,0,169
　,"　
製品自体は非常に良いと感じました。配送も迅速で、注文の翌日には手元に届きました。ただし、写真にあったように蓋にひびが入っていたため、すぐに交換手続きを行い、迅速に対応してもらえたおかげで翌日には交換品が到着しました。使用感も優れており、ブラックコーヒーやカフェラテなど、様々なコーヒーを楽しむことができます。","1,6,7",2.5,0,193
　,"　
製品は素晴らしいと考えています。配送はスピーディーで、注文した翌日には届きましたが、蓋にひび割れがあったため、すぐに交換をお願いしました。その際も対応が早く、翌日には新しい商品が届きました。使い心地も良好で、濃さの調整ができるため、ブラックコーヒーやカフェラテなど多彩なコーヒーを作ることが可能です。","1,6,7",2.5,0,193
　,"　
私はこの製品がとても良いと思っています。配送が早く、注文してから1日で届きましたが、残念ながら蓋にひびが入っていましたので、すぐに交換を依頼しました。迅速に対応してもらい、翌日には交換品が届きました。使用感も快適で、濃さを調整できるため、様々な種類のコーヒーが楽しめます。","1,6,7",2.5,0,193
　,"　
この製品は良いと思います。配送は非常に早く、注文の翌日に商品が届きました。ただ、写真で見た通り蓋にひび割れがあったため、すぐに交換手続きをしましたが、迅速に対応していただき、翌日には新しい商品が届きました。使用感は良好で、濃さを調整することで、ブラックコーヒーやカフェラテなど、色々なコーヒーを楽しむことができます。","1,6,7",2.5,0,193
　,"　
とても美味しいです！以前は粉を使うコーヒーメーカーを利用していましたが、思ったような味が出せずに新しいものを探していたところ、息子夫婦に教えてもらいました。文句のつけようがない美味しさです！購入して本当に良かったですし、比較的早く届きました。","2,7",2.5,0,202
　,"　
本当に美味しいです！これまで粉を使うコーヒーメーカーを使っていましたが、理想の味になかなか達せず、新しいものを探している時に息子夫婦からの情報がありました。全く文句がない美味しさです！購入して大満足で、思ったより早く届きました。","2,7",2.5,0,202
　,"　
すごく美味しいですね！今までは粉を使うコーヒーメーカーを使っていましたが、思うような味が出せず、買い替えを考えていたところで、息子夫婦にこの商品を教えてもらいました。申し分ない美味しさです！購入してよかったと思っていますし、届くのも比較的早かったです。","2,7",2.5,0,202
　,"　
とてもおいしいです！これまで粉を使ったコーヒーメーカーを使っていましたが、満足のいく味が出せずに新しいものを探していたとき、息子夫婦からこの商品を教えてもらいました。全く文句のない美味しさです！購入して良かったと感じており、配送も割と早めでした。","2,7",2.5,0,202
　,"　
QOLが向上しますが、エントリーモデルとしては十分な性能だと思います。これから様々な豆を試して楽しむ予定です。ちなみに、購入後すぐに一杯淹れたら壊れてしまいましたが、メーカーに修理を依頼したところ、1週間ほどで完了しました。壊れるのは早かったですが、修理も迅速でした。その後は快適に使っています。","6,7",2.5,0,258
　,"　
この製品はQOLを向上させてくれます。エントリーモデルとしては、特に問題はないと思います。今後、いろいろな豆を試して楽しむつもりです。ちなみに、購入してすぐに一杯淹れた際に壊れましたが、修理をメーカーに依頼したら、1週間ほどで戻ってきました。壊れたのは早かったですが、修理の速さには満足しています。その後は快適に使用中です。","6,7",2.5,0,258
　,"　
QOLが上がる製品で、エントリーモデルとしては申し分ないと思います。これからさまざまな豆を試して楽しみたいと考えています。ちなみに、購入直後に一杯淹れた後に故障しましたが、メーカーに修理をお願いしたところ、1週間ほどで対応してもらえました。故障が早かったものの、修理のスピードには感謝しています。それ以降は快適に使い続けています。","6,7",2.5,0,258
　,"　
この製品はQOLを向上させますし、エントリーモデルとしては十分だと思います。これから多様な豆を試して楽しむつもりです。実は、購入してすぐに一杯淹れたところで壊れてしまいましたが、メーカーに修理を依頼したら、1週間ほどで修理が完了しました。故障は早かったですが、修理の速さには驚きました。それ以降は快適に利用しています。","6,7",2.5,0,258
　,"　
いくつかのトラブルがありましたが、付属品が欠けていたり、間違った品番の説明書が同梱されていたり、動作しない商品があったために2回返品して再発送してもらいました。しかし、正常な商品が届いてからは特に問題なく使えています。","6,7",2.5,0,266
　,"　
けっこうバタバタしましたが、最初は付属品がなかったり、間違った取扱説明書が入っていたり、動作しない商品があったため、2回返品して再発送を受けました。その後、正常な商品が届いてからは問題なく使用しています。","6,7",2.5,0,266
　,"　
いくつかのトラブルに見舞われましたが、付属品が不足していたり、異なる品番の取扱説明書が同封されていたり、動作しない製品があったため、2回返品し再発送してもらいました。しかし、正常品が届いた後は特に問題なく使えています。","6,7",2.5,0,266
　,"　
最初はドタバタしましたが、付属品の欠品や誤った取説が入っていたり、動作しない商品があったために2回返品し再発送となりました。しかし、正常な商品が届いてからは問題なく使えています。","6,7",2.5,0,266
　,"　
お手入れが簡単で助かります。注文した翌日に商品が届き、購入先に感謝しています。商品は非常に清潔で、美しい状態でした。早速使用してみると、水入れが外せてコンパクトで、キッチンに置いても邪魔にならず、使い方も選べるのでとても満足しています。","1,6,7",2.5,0,311
　,"　
手入れがしやすいと感じています。まず、発注した翌日に届いたことに感謝し、商品は清掃が行き届いており、とても美しかったです。早速使用してみたところ、水入れが取り外せて、意外とスペースを取らず、キッチンにとてもフィットしています。","1,6,7",2.5,0,311
　,"　
お手入れが楽で嬉しいです。まず、翌日に商品が届いたことに感謝し、非常に綺麗な状態で清掃されていました。使ってみると、水入れが外せるのが便利で、コンパクトなのでキッチンでも邪魔にならず、使い方が選べるのがとても良いです。","1,6,7",2.5,0,311
　,"　
お手入れが簡単で満足しています。発注した翌日に届いたことに感謝しつつ、商品は非常に清潔で素晴らしいコンディションでした。実際に使ってみると、水入れが取り外せるのが便利で、意外とコンパクトでキッチンにもぴったり収まり、入れ方が選べるのが嬉しいです。","1,6,7",2.5,0,311
　,"　
商品を予定通り受け取りましたが、冷却性能は旧品に比べて優れています。大切に使用したいと思います。","1,2,7",2.5,0,518
　,"　
受け取った商品は予定通りで、冷却が旧品よりも速く感じます。大事に使いたいです。","1,2,7",2.5,0,518
　,"　
予定通りに商品を受け取りましたが、冷却速度は旧品よりも早いです。大切に使おうと思います。","1,2,7",2.5,0,518
　,"　
旧品よりも冷却が早いと感じました。商品は予定通り届き、大事に使うつもりです。","1,2,7",2.5,0,518
　,"　
コストパフォーマンスが素晴らしいです！安価だったのであまり期待せずに購入しましたが、これで十分かなと思っています。冷凍庫の仕切りがあるのも便利です。弱めの設定にするとドア側の飲み物はあまり冷えず、強めにすると壁側が凍ってしまいますが、置く物と位置を考慮すれば問題ありません。発送が迅速で設置もしてもらえたので、大変満足しています！","1,3,7",2.5,0,529
　,"　
最良のコストパフォーマンスです！安かったため、特に期待せずに購入しましたが、これで満足できそうです。冷凍庫が仕切られている点も良いです。弱めにするとドア側の飲み物があまり冷えず、強めにすると壁側が凍ることがありますが、置く物とその場所を考えれば問題ありません。発送も迅速で、設置もしてくれるので大満足です！","1,3,7",2.5,0,529
　,"　
コストパフォーマンスが抜群です！安価だったため、特に期待せずに購入しましたが、これで十分満足しています。冷凍庫の仕切りも便利です。弱い設定ではドア側の飲み物があまり冷たくならず、強い設定では壁側が氷ってしまいますが、置くものと場所を考えれば問題ありません。発送も早く、設置もしてもらえて非常に満足です！","1,3,7",2.5,0,529
　,"　
最高のコストパフォーマンスです！安かったので特に期待せずに購入しましたが、今ではこれで十分かなと思っています。冷凍庫の仕切りがあるのも良い点です。弱い設定にするとドア近くの飲み物が冷えにくくなり、強い設定にすると壁側が凍りますが、置く物と位置を工夫すれば問題ないです。発送が早く、設置もしてもらえて非常に満足しています！","1,3,7",2.5,0,529
　,"　
迅速な配送に感謝しています。  
配送業者の方がとても親切で助かりました。冷凍庫が三つに分かれているため、少し使いづらいと感じる部分もありましたが、サイズには問題なく、音も気にならなかったので購入して良かったです。","1,7",2.5,0,540
　,"　
配送が早くてとても助かりました。  
親切な配送業者の方のおかげで助かりました。冷凍庫が三分割になっているため、使いづらさを感じることもありましたが、サイズや音には全く問題がなく、買ってよかったと思っています。","1,7",2.5,0,540
　,"　
早い配送に感謝しています。  
配送業者の方が非常に親切でおかげさまで助かりました。冷凍庫が三つに分かれているため、やや使いにくさを感じましたが、サイズは問題なく、音も気にならなかったので、購入して良かったです。","1,7",2.5,0,540
　,"　
配送のスピードが早くて助かりました。  
配送業者の方がとても親切に対応してくださり感謝しています。冷凍庫が三分割になっているため、少し使いづらさがありましたが、サイズは問題なく、音も全然気にならなかったので、良い買い物ができました。","1,7",2.5,0,540
　,"　
必要最低限の機能があれば十分なので、ニトリの黒い冷蔵庫を考えていました。配送料がこちらの方が安く、色合いが気に入ったため、同じメーカーの同じタイプをAmazonで購入しました。到着まで中2日と早く、ヤマト運輸さんの配達と設置も非常に丁寧でした。耐久性についてはまだわかりませんが、それも予め理解しており、とても満足しています。","1,2,7",2.5,0,555
　,"　
余分な機能は必要ないため、ニトリの黒い冷蔵庫を検討していましたが、同じメーカーで配送料が安いこちらを選びました。色がお洒落で気に入ったので、Amazonで購入しました。僻地に住んでいるにもかかわらず、到着まで中2日と早く、ヤマト運輸の丁寧な配達と設置にも満足しています。耐久性については未知数ですが、それも承知の上で非常に満足しています。","1,2,7",2.5,0,555
　,"　
シンプルな機能があれば十分なので、ニトリの黒い冷蔵庫を検討中でした。配送料が安く、色が気に入ったので、同じタイプをAmazonで購入しました。思いのほか早く中2日で到着し、ヤマト運輸さんの配達と設置がとても丁寧でした。耐久性についてはまだ確認していませんが、承知の上で大変満足しています。","1,2,7",2.5,0,555
　,"　
余計な機能は必要ないので、ニトリの黒い冷蔵庫を考えていました。同じメーカーの同じタイプが配送料も安く、色がお洒落だったため、Amazonで購入しました。僻地にも関わらず、届くまで中2日と早くて、ヤマト運輸さんの丁寧な配達と設置に感謝しています。耐久性についてはまだ確認していませんが、それも承知の上で非常に満足しています。","1,2,7",2.5,0,555
　,"　
発送がとても早く、すぐに商品が届きました。サイズや外観は期待通りでしたが、動作時の音が予想以上に大きかったです。しかし、価格が安いので満足しています。","1,3,7",2.5,0,560
　,"　
商品は迅速に発送され、すぐに手元に届きました。大きさやデザインは想像通りですが、動作中の音が思ったよりも大きいのが気になります。それでも、価格がリーズナブルなので良いと思います。","1,3,7",2.5,0,560
　,"　
早く発送されて、すぐに届きました。見た目やサイズは思い描いていた通りでしたが、動作音が予想以上に大きかったです。とはいえ、値段が安いので大体満足しています。","1,3,7",2.5,0,560
　,"　
商品がすぐに発送され、届くのが早かったです。大きさや外観は期待通りだったものの、動作する際の音が思ったよりも大きいです。それでも、価格が手頃なので良い印象です。","1,3,7",2.5,0,560
　,"　
注文した翌日に商品が届き、すぐに手元に届きました。素晴らしい買い物ができました！",7,2.5,0,646
　,"　
商品は迅速に届き、注文の翌日には手に入れることができました。良い買い物をしました。",7,2.5,0,646
　,"　
私のもとに商品がすぐに届き、翌日に受け取ることができました。とても満足のいく買い物でした。",7,2.5,0,646
　,"　
注文の次の日には商品が届き、すぐに受け取ることができました。とても良い買い物をしました。",7,2.5,0,646
　,"　
1年の保証が素晴らしい対応を提供しています。4ヶ月ほどで故障しましたが、メールを送ったら2日後には新しい掃除機が届きました。やっぱり信頼できる店舗で購入すると安心ですね。サポートがしっかりしています。",7,2.5,0,709
　,"　
素晴らしい1年保証のサポートがあります。約4ヶ月で故障した際、メールを送ったところ、2日後には新しい掃除機を送っていただけました。しっかりとした店舗で購入することの安心感を感じます。サポート体制が整っています。",7,2.5,0,709
　,"　
1年保証のサービスがとても良いです。4ヶ月ほど使用した後に故障し、メールを送信したところ、2日で新しい掃除機を届けてもらえました。やはりしっかりした店で買うと安心感があります。サポートがしっかりしています。",7,2.5,0,709
　,"　
素晴らしい1年保証の対応です。約4ヶ月で故障した際にメールを送ったところ、2日以内に新しい掃除機が届きました。やっぱり信頼できるお店で購入することは安心ですね。サポートがしっかりしています。",7,2.5,0,709
　,"　
今回届いた商品には残念ながら片方しか使えないという不具合がありましたが、メッセージを送ったところ迅速に対応していただき、新しい商品が届くのを待っています。試してみたところ、片方の作動はあり、風も涼しく感じましたが、音についてはまだ確認していません。欠陥があったものの、迅速な対応に感謝しているので、評価は星4です。","1,6,7",2.5,0,48
　,"　
商品が届いた際、残念ながら片方が動作しない不具合がありました。しかし、連絡をするとすぐに対応してもらえ、新しい商品を待っているところです。片方の動作はあったものの、風が涼しくて音はまだ確認していないため、気にならない印象を持ちました。欠陥商品でしたが、迅速な対応のおかげで星4を付けました。","1,6,7",2.5,0,48
　,"　
残念ながら、届いた商品は片方が作動しないという不具合がありましたが、メッセージを送るとすぐに対応していただき、新しい商品が届くのを待っています。片方は動作しましたが、風が涼しく、音についてはまだ試していないので、あまり気にならないように感じました。欠陥があったものの、迅速な対応のおかげで星は4としました。","1,6,7",2.5,0,48
　,"　
今回の商品には片方が作動しないという残念な欠陥がありましたが、メッセージを送ると迅速に対応してもらい、新しい商品を待っているところです。片方は作動し、風が涼しいのを感じましたが、音についてはまだ確認していないため、あまり気になりませんでした。欠陥があったにも関わらず、素早い対応をいただけたので、評価は星4にしました。","1,6,7",2.5,0,48
　,"　
外での使用が待ち遠しいです。配送が予定より早く届いて、とても助かりました。まだ外では使っていないものの、室内での起動音はあまり気になりませんでした。","1,4,7",2.5,0,59
　,"　
外で使うのが楽しみで仕方ありません。予定より早い配送がとてもありがたかったです。まだ外での使用経験はないですが、室内での起動音はそれほど気になりませんでした。","1,4,7",2.5,0,59
　,"　
外での使用が楽しみです。早めに配送していただけたのが助かりました。今のところ外では使っていませんが、室内では起動音があまり気になりませんでした。","1,4,7",2.5,0,59
　,"　
外での利用を楽しみにしています。配送が予定より早く届いたのは大変助かりました。まだ外で使用していませんが、室内での起動音はそこまで気になりませんでした。","1,4,7",2.5,0,59
　,"　
注文後すぐに届いたので、非常に助かりましたが、畑仕事用に購入した涼感プレートは思ったほど冷たくなく、逆に暖かい風が感じられて残念でした。しかし、家の中で使う分には普通に涼しさを感じられ、特に火を使う台所では良いと思いました。さらに、その後の対応が親切で丁寧だったのも良かったです。","1,4,7",2.5,0,86
　,"　
すぐに商品が届いたのは嬉しかったのですが、畑仕事用に購入した涼感プレートが全然冷たくなく、暖かい風が吹いてきたので少しがっかりしました。それでも、家の中で使用する分にはしっかり涼しさを感じ、火を使う場所では良かったと感じました。また、その後の説明や対応も非常に丁寧で感謝しています。","1,4,7",2.5,0,86
　,"　
迅速に届いたことには感謝していますが、畑仕事のために購入した涼感プレートが冷たく感じられず、暖かい風が来るのにはがっかりしました。ただし、家の中で使った場合は普通に涼しかったので、特に火を使う台所では役立ったと思います。また、その後の親切で丁寧な対応も非常に良かったです。","1,4,7",2.5,0,86
　,"　
注文してすぐに商品が届いたのは助かりましたが、畑仕事用に購入した涼感プレートが期待したほど冷たくなく、暖かい風が感じられたので少し失望しました。しかし、家の中では涼しさが感じられ、火を使う台所では良いと思いました。それに加えて、その後の丁寧で親切な対応がとても良かったです。","1,4,7",2.5,0,86
　,"　
冷凍庫が壊れてしまったので、Amazonで検索し、翌日には商品が届いたのが嬉しかったです。10年使った製品が故障したため、急いで購入しましたが、家庭に必要な家電として非常に便利です。",7,2.5,0,123
　,"　
10年目で冷凍庫が壊れ、すぐにAmazonで探して購入したところ、翌日には商品が届きました。家庭で欠かせない冷凍庫なので、ストック用にとても役立つ製品です。",7,2.5,0,123
　,"　
冷凍庫が故障したため、急いでAmazonで探して購入した結果、翌日に届いてとても嬉しかったです。10年使用した家電が壊れたので、家庭に必要なストック用として良い選択でした。",7,2.5,0,123
　,"　
10年目にして冷凍庫が壊れ、すぐにAmazonで購入を決めたところ、翌日に届いたのが良かったです。家庭にとって欠かせない冷凍庫として、ストック用にぴったりの製品です。",7,2.5,0,123
　,"　
とても満足しています。予想以上に大きくて嬉しかったです。冷凍・冷蔵の機能も完璧でした！配送も迅速でした。","1,7",2.5,0,126
　,"　
いい商品でした。期待していたよりもサイズが大きくて良かったです。冷蔵と冷凍の性能も問題ありません！配送もスムーズでした。","1,7",2.5,0,126
　,"　
とても良かったです。思ったよりもサイズが大きくて満足です。冷凍と冷蔵も申し分ないです！配送も早くて助かりました。","1,7",2.5,0,126
　,"　
素晴らしい商品でした。想像以上に大きくて良かったです。冷凍も冷蔵も完璧に機能しました！配送も迅速で満足しています。","1,7",2.5,0,126
　,"　
Amazonで購入した際の相性を考慮し、価格に見合った商品だと思います。ヤマト運輸の配達員は、置き配の際にインターフォンを鳴らして「ここに置いておきます」と声をかけてくれたので、問題なく所定の位置に設置できました。配達時に製品が破損するのではと心配していたのですが、以前の経験からそのようなトラブルがあったためです。天板の端は少し薄く、力をかけると壊れそうな印象がありますが、電子レンジなどの物を置くスペースは確保されています。","1,3,6,7",2.5,0,129
　,"　
購入時の相性を考え、Amazonでこの商品を選びましたが、価格に対して満足しています。ヤマト運輸の配達員が置き配の際にインターフォンを鳴らし、「ここに置いておきます」と言ってくださったので、スムーズに設置できました。以前、配達時に製品が壊れることがあったため、その点が気がかりでした。天板の端っこが少し柔らかく感じられ、強い力を加えると壊れるかもしれませんが、電子レンジなどを置けるスペースはあります。","1,3,6,7",2.5,0,129
　,"　
Amazonで購入した際の相性を考慮し、値段に見合った商品だと思いました。ヤマト運輸の配達員がインターフォンを鳴らして「ここに置いておきます」と伝えてくれたおかげで、順調に設置でき、以前の配達でのトラブルを意識していました。天板の端が少し薄く感じ、力をかけると壊れそうですが、電子レンジなどの物を置けるスペースはございます。年間の電力消費が約5000〜6000円ということで、経済的にも納得しており、全体的には満足しています。","1,3,6,7",2.5,0,129
　,"　
購入に際する相性を考えてAmazonで選びましたが、値段に対して納得しています。ヤマト運輸の配達員の方は、インターフォンを鳴らして「ここに置いておきます」と知らせてくれたので、スムーズに所定の位置に設置できました。配達時に製品が壊れるかもしれないと心配していたのですが、以前の経験からそのようなトラブルがあったためです。天板の端っこが少し柔らかく、力を加えると壊れそうな印象がありますが、電子レンジなどの物を置くことができます。","1,3,6,7",2.5,0,129
　,"　
商品説明に忠実で、とても素晴らしい商品でした。発送も迅速で、梱包が丁寧だったので安心できました。また次の機会にぜひ購入させていただきます。感謝しています。","6,7",2.5,0,169
　,"　
とても良い商品で、商品説明通りでした。梱包が丁寧で発送も早かったので、安心して受け取ることができました。次回もぜひ購入したいと思います。ありがとうございました。","6,7",2.5,0,169
　,"　
商品は説明通りで、とても満足のいくものでした。発送が迅速で、丁寧な梱包にも安心感がありました。機会があれば、また購入させていただきたいです。ありがとうございました。","6,7",2.5,0,169
　,"　
商品説明にぴったりの素晴らしい商品でした。発送も早く、丁寧な梱包で安心しました。また次回購入する機会があれば、ぜひお願いいたします。感謝の気持ちでいっぱいです。","6,7",2.5,0,169
　,"　
製品については満足しています。配送が迅速で、注文の翌日には手元に届きました。ただ、写真に示されている通り、蓋にひびが入っていて、すぐに交換手続きを行ったところ、代替品も速やかに届きました。使用感は非常に良好で、濃さの調整ができ、ブラックコーヒーやカフェラテなど、様々なコーヒーが楽しめます。","1,6,7",2.5,0,193
　,"　
商品自体は優れていると感じました。配達が早く、注文の次の日には届きましたが、写真にある通り蓋にひびが見つかり、すぐに交換手続きをしました。その後、代替品も迅速に対応され、翌日には届きました。使用感については良好で、濃さを調整しながら、ブラックコーヒーやカフェラテなど多様なコーヒーを作ることができます。","1,6,7",2.5,0,193
　,"　
製品は良いと思います。配送はスピーディーで、注文した翌日に届きましたが、蓋がひび割れていることに気づき、すぐに交換手続きをしました。交換品もすぐに対応され、次の日には届きました。使用感は申し分なく、濃さを調整してブラックコーヒーやカフェラテなど多彩なコーヒーを楽しめます。","1,6,7",2.5,0,193
　,"　
商品自体はとても良いと感じます。配送は早く、注文した翌日には届きましたが、写真の通り蓋がひび割れていたため、すぐに交換手続きをしました。交換品も迅速に届き、次の日には手元に届きました。使用感は良好で、濃さを調整しながら、ブラックコーヒーやカフェラテなど様々なコーヒーを作ることが可能です。","1,6,7",2.5,0,193
　,"　
とても美味しいです！これまで粉を使ったコーヒーメーカーを使っていましたが、思うような味が出せず、買い替えを考えていたところ、息子夫婦がこの商品を教えてくれました。文句なしの美味しさで、購入して本当に良かったと思います。商品は比較的早く届きました。","2,7",2.5,0,202
　,"　
すごく美味しいです！以前は粉を使うコーヒーメーカーを使っていましたが、納得のいく味が出せず、買い替えを検討していた際に息子夫婦からこちらを紹介されました。間違いなく美味しくて、購入して良かったです。思ったよりも早く届きました。","2,7",2.5,0,202
　,"　
本当に美味しいです！今まで粉を使ったコーヒーメーカーを使っていたのですが、理想の味に満足できず、買い直しを考えていたところ、息子夫婦にこの商品を薦められました。全く文句のない美味しさで、購入して大正解でした。配送も比較的早くて助かりました。","2,7",2.5,0,202
　,"　
驚くほど美味しいです！以前は粉を使用するコーヒーメーカーを使っていましたが、理想の味が出せずに買い替えを考えていた時、息子夫婦がこの商品を教えてくれました。文句なしに美味しく、購入して本当に良かったです。商品は早めに届きました。","2,7",2.5,0,202
　,"　
購入後すぐに一杯淹れたところ壊れてしまいましたが、メーカーに修理を依頼したところ、1週間ほどで修理が完了しました。エントリーモデルとして非常に満足しており、これからいろんな種類の豆を試して楽しむつもりです。今は快適に使えていますので、QOLが向上しました。","6,7",2.5,0,258
　,"　
エントリーモデルとしては十分な性能だと思います。初めての使用時に壊れてしまったものの、メーカーによる修理が迅速に行われ、1週間で完了しました。その後は問題なく快適に利用できており、様々な豆を試す楽しみがあります。結果的にQOLが向上しました。","6,7",2.5,0,258
　,"　
購入してすぐに一杯淹れた際に壊れましたが、修理をメーカーに依頼したところ、1週間で対応してもらえました。エントリーモデルとしては申し分なく、これから多様な豆を試して楽しむ予定です。現在は快適に使えており、QOLが向上しています。","6,7",2.5,0,258
　,"　
初回の使用で壊れてしまいましたが、メーカーに修理をお願いしたところ、1週間で修理が完了しました。これから様々な豆を試して楽しむつもりで、エントリーモデルとしては素晴らしい選択だと感じています。現在は快適に使用しており、QOLが向上しています。","6,7",2.5,0,258
